pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit,,,,,,,,,,,,,,,
70.71068,1071,1298,1605,1361,,,,,,,,,,,,,,,
70.71068,2321,3397,5175,3917,,,,,,,,,,,,,,,
70.71068,1165,2201,2537,8702,,,,,,,,,,,,,,,
70.71068,3101,5865,8240,6839,,,,,,,,,,,,,,,
70.71068,2113,8769,4462,2817,,,,,,,,,,,,,,,
70.71068,3179,5892,8697,6724,,,,,,,,,,,,,,,
70.71068,2653,3719,7937,5817,,,,,,,,,,,,,,,
70.71068,2117,3209,5766,8310,,,,,,,,,,,,,,,
70.71068,681,848,1069,859,,,,,,,,,,,,,,,
70.71068,1285,1475,1874,1496,,,,,,,,,,,,,,,
70.71068,1597,9012,1774,2250,,,,,,,,,,,,,,,
70.71068,2995,3708,8566,5180,,,,,,,,,,,,,,,
70.71068,997,1977,1937,2106,,,,,,,,,,,,,,,
70.71068,2427,4020,4879,3839,,,,,,,,,,,,,,,
70.71068,2305,4787,6258,3975,,,,,,,,,,,,,,,
70.71068,1711,3058,3530,3071,,,,,,,,,,,,,,,
70.71068,641,720,832,658,,,,,,,,,,,,,,,
70.71068,2215,8171,5094,9639,,,,,,,,,,,,,,,
70.71068,3583,6072,9231,7478,,,,,,,,,,,,,,,
70.71068,2009,2310,3609,5366,,,,,,,,,,,,,,,
70.71068,975,1240,1336,1043,,,,,,,,,,,,,,,
70.71068,3629,6055,9276,5856,,,,,,,,,,,,,,,
70.71068,3639,5762,7904,5761,,,,,,,,,,,,,,,
70.71068,3399,7159,8655,4921,,,,,,,,,,,,,,,
70.71068,3289,7764,8631,9118,,,,,,,,,,,,,,,
70.71068,2301,4744,6234,7934,,,,,,,,,,,,,,,
70.71068,3237,8605,9175,8427,,,,,,,,,,,,,,,
70.71068,3367,6892,9511,7442,,,,,,,,,,,,,,,
70.71068,2627,8502,7332,6636,,,,,,,,,,,,,,,
70.71068,2943,6659,8977,7183,,,,,,,,,,,,,,,
70.71068,3545,5520,8437,5824,,,,,,,,,,,,,,,
70.71068,1413,1780,5423,9405,,,,,,,,,,,,,,,
70.71068,1011,9665,1781,1262,,,,,,,,,,,,,,,
70.71068,541,596,625,573,,,,,,,,,,,,,,,
70.71068,1067,771,3771,7401,,,,,,,,,,,,,,,
70.71068,1991,9783,5254,4569,,,,,,,,,,,,,,,
70.71068,2749,5356,8382,9230,,,,,,,,,,,,,,,
70.71068,3877,5383,9078,5837,,,,,,,,,,,,,,,
70.71068,3085,5271,8358,4011,,,,,,,,,,,,,,,
70.71068,1469,1871,3319,2279,,,,,,,,,,,,,,,
70.71068,2273,4401,4999,4561,,,,,,,,,,,,,,,
70.71068,1107,7311,6775,2297,,,,,,,,,,,,,,,
70.71068,481,514,579,543,,,,,,,,,,,,,,,
70.71068,1281,2114,2659,1767,,,,,,,,,,,,,,,
70.71068,4499,7058,9625,7847,,,,,,,,,,,,,,,
70.71068,2209,3177,5470,2781,,,,,,,,,,,,,,,
70.71068,1139,1580,1757,1449,,,,,,,,,,,,,,,
70.71068,2909,4179,5993,3868,,,,,,,,,,,,,,,
70.71068,3169,5702,7261,4411,,,,,,,,,,,,,,,
70.71068,1293,1750,1794,9755,,,,,,,,,,,,,,,
70.71068,2349,4292,5068,4453,,,,,,,,,,,,,,,
70.71068,3055,4690,8477,4912,,,,,,,,,,,,,,,
70.71068,4071,7509,9508,6548,,,,,,,,,,,,,,,
70.71068,3429,6625,9834,6356,,,,,,,,,,,,,,,
70.71068,1133,1281,1757,1548,,,,,,,,,,,,,,,
70.71068,4251,6991,9096,7180,,,,,,,,,,,,,,,
70.71068,2595,8126,5743,4255,,,,,,,,,,,,,,,
70.71068,2733,4929,5666,4979,,,,,,,,,,,,,,,
70.71068,1091,1018,2180,1430,,,,,,,,,,,,,,,
70.71068,2383,7757,4536,4009,,,,,,,,,,,,,,,
70.71068,1815,3003,3318,2082,,,,,,,,,,,,,,,
70.71068,2987,7864,7951,5380,,,,,,,,,,,,,,,
70.71068,2977,3871,7698,5015,,,,,,,,,,,,,,,
70.71068,1109,2410,8682,2232,,,,,,,,,,,,,,,
70.71068,2501,4350,5026,3438,,,,,,,,,,,,,,,
70.71068,853,1197,1507,1065,,,,,,,,,,,,,,,
70.71068,2961,4879,8763,4981,,,,,,,,,,,,,,,
70.71068,1469,1869,2401,1912,,,,,,,,,,,,,,,
70.71068,2233,5320,5107,3433,,,,,,,,,,,,,,,
70.71068,3277,7449,8451,6841,,,,,,,,,,,,,,,
70.71068,3391,8780,8594,8116,,,,,,,,,,,,,,,
70.71068,3545,4744,6861,5567,,,,,,,,,,,,,,,
70.71068,2187,4410,4933,9404,,,,,,,,,,,,,,,
70.71068,1397,1665,2231,9381,,,,,,,,,,,,,,,
70.71068,2019,5356,5273,4135,,,,,,,,,,,,,,,
70.71068,3289,4439,6760,5059,,,,,,,,,,,,,,,
70.71068,2381,7057,6268,3082,,,,,,,,,,,,,,,
70.71068,725,811,947,819,,,,,,,,,,,,,,,
70.71068,2945,5151,7017,4610,,,,,,,,,,,,,,,
70.71068,2353,7542,5629,9040,,,,,,,,,,,,,,,
70.71068,2177,5509,7704,3155,,,,,,,,,,,,,,,
70.71068,3455,5186,9838,7290,,,,,,,,,,,,,,,
70.71068,2723,6469,8205,6053,,,,,,,,,,,,,,,
70.71068,2891,5560,7040,5602,,,,,,,,,,,,,,,
70.71068,1099,9674,2381,9825,,,,,,,,,,,,,,,
70.71068,1545,2092,2738,2340,,,,,,,,,,,,,,,
70.71068,1705,5364,9129,2697,,,,,,,,,,,,,,,
70.71068,2299,5649,7800,6626,,,,,,,,,,,,,,,
70.71068,3561,5742,9377,7608,,,,,,,,,,,,,,,
70.71068,1217,1508,1799,1379,,,,,,,,,,,,,,,
70.71068,1115,1526,2071,1992,,,,,,,,,,,,,,,
70.71068,1745,2157,3421,2334,,,,,,,,,,,,,,,
70.71068,2797,6701,6592,6396,,,,,,,,,,,,,,,
70.71068,2947,8932,7804,7540,,,,,,,,,,,,,,,
70.71068,2347,3345,3992,8275,,,,,,,,,,,,,,,
70.71068,4055,6374,9574,6379,,,,,,,,,,,,,,,
70.71068,1231,1571,1738,1490,,,,,,,,,,,,,,,
70.71068,2055,2735,5390,4072,,,,,,,,,,,,,,,
70.71068,3033,9063,7072,4384,,,,,,,,,,,,,,,
70.71068,3581,6718,8753,5853,,,,,,,,,,,,,,,
70.71068,693,4340,3645,2244,,,,,,,,,,,,,,,
70.71068,675,823,913,854,,,,,,,,,,,,,,,
70.71068,2893,9075,6921,8454,,,,,,,,,,,,,,,
70.71068,629,1149,1193,1146,,,,,,,,,,,,,,,
70.71068,2785,5694,6914,5871,,,,,,,,,,,,,,,
70.71068,1765,5313,4909,5432,,,,,,,,,,,,,,,
70.71068,3993,7475,9744,6066,,,,,,,,,,,,,,,
70.71068,1041,1138,1534,1278,,,,,,,,,,,,,,,
70.71068,1479,2007,2641,2172,,,,,,,,,,,,,,,
70.71068,2683,1419,5007,4566,,,,,,,,,,,,,,,
70.71068,2205,2855,4565,3362,,,,,,,,,,,,,,,
70.71068,393,501,513,400,,,,,,,,,,,,,,,
70.71068,1697,2146,3202,2849,,,,,,,,,,,,,,,
70.71068,2613,4551,5263,3946,,,,,,,,,,,,,,,
70.71068,991,1168,1255,1099,,,,,,,,,,,,,,,
70.71068,3433,8124,7584,5468,,,,,,,,,,,,,,,
70.71068,3377,5787,7343,7844,,,,,,,,,,,,,,,
70.71068,3665,6797,9721,7005,,,,,,,,,,,,,,,
70.71068,1397,2259,2606,2274,,,,,,,,,,,,,,,
70.71068,1389,2012,3185,2611,,,,,,,,,,,,,,,
70.71068,3017,4192,8554,8647,,,,,,,,,,,,,,,
70.71068,905,1136,1361,1161,,,,,,,,,,,,,,,
70.71068,2009,3996,4680,3640,,,,,,,,,,,,,,,
70.71068,2447,2977,6622,6573,,,,,,,,,,,,,,,
70.71068,3537,7054,6829,4584,,,,,,,,,,,,,,,
70.71068,1125,1710,1799,1384,,,,,,,,,,,,,,,
70.71068,2433,8316,5177,6190,,,,,,,,,,,,,,,
70.71068,2367,6897,6729,9403,,,,,,,,,,,,,,,
70.71068,3635,7464,8085,5088,,,,,,,,,,,,,,,
70.71068,783,1093,1279,1106,,,,,,,,,,,,,,,
70.71068,3371,6882,9490,6024,,,,,,,,,,,,,,,
70.71068,1811,2489,3511,9202,,,,,,,,,,,,,,,
70.71068,2841,7559,6657,4395,,,,,,,,,,,,,,,
70.71068,1835,8362,3719,2147,,,,,,,,,,,,,,,
70.71068,2027,5667,4443,2447,,,,,,,,,,,,,,,
70.71068,717,4296,3731,958,,,,,,,,,,,,,,,
70.71068,2555,3497,6892,3128,,,,,,,,,,,,,,,
70.71068,2595,8334,6905,6289,,,,,,,,,,,,,,,
70.71068,1891,6045,3410,2141,,,,,,,,,,,,,,,
70.71068,737,838,996,898,,,,,,,,,,,,,,,
70.71068,3555,6205,9528,6020,,,,,,,,,,,,,,,
70.71068,1639,7658,3846,7407,,,,,,,,,,,,,,,
70.71068,1159,9312,1887,1685,,,,,,,,,,,,,,,
70.71068,1595,2064,2941,1857,,,,,,,,,,,,,,,
70.71068,2973,3810,7202,6708,,,,,,,,,,,,,,,
70.71068,2991,8711,6021,4440,,,,,,,,,,,,,,,
70.71068,2587,9269,5586,9125,,,,,,,,,,,,,,,
70.71068,2087,8587,5883,5017,,,,,,,,,,,,,,,
70.71068,1853,1918,6110,3176,,,,,,,,,,,,,,,
70.71068,887,1030,1246,1077,,,,,,,,,,,,,,,
70.71068,3125,5189,8531,7682,,,,,,,,,,,,,,,
70.71068,1691,9453,3008,9830,,,,,,,,,,,,,,,
70.71068,2451,4721,6053,3730,,,,,,,,,,,,,,,
70.71068,3971,6773,9068,7007,,,,,,,,,,,,,,,
70.71068,3321,5734,8572,7514,,,,,,,,,,,,,,,
70.71068,1895,8674,6871,7659,,,,,,,,,,,,,,,
70.71068,3749,5513,9808,7556,,,,,,,,,,,,,,,
70.71068,2975,8347,7771,6954,,,,,,,,,,,,,,,
70.71068,2027,2456,3481,2312,,,,,,,,,,,,,,,
70.71068,747,1464,1635,1506,,,,,,,,,,,,,,,
70.71068,2143,2810,5358,6101,,,,,,,,,,,,,,,
70.71068,2845,5422,7042,4038,,,,,,,,,,,,,,,
70.71068,3753,6861,8764,8201,,,,,,,,,,,,,,,
70.71068,2537,5977,3556,4539,,,,,,,,,,,,,,,
70.71068,2469,3707,5191,8586,,,,,,,,,,,,,,,
70.71068,2173,2861,3701,2734,,,,,,,,,,,,,,,
70.71068,2181,2724,4754,2639,,,,,,,,,,,,,,,
70.71068,1989,3023,4852,2831,,,,,,,,,,,,,,,
70.71068,1603,2066,2712,2321,,,,,,,,,,,,,,,
70.71068,309,366,378,324,,,,,,,,,,,,,,,
70.71068,2151,8558,5251,9425,,,,,,,,,,,,,,,
70.71068,2211,3102,5742,6261,,,,,,,,,,,,,,,
70.71068,3197,5454,6331,7781,,,,,,,,,,,,,,,
70.71068,1897,1349,4739,3525,,,,,,,,,,,,,,,
70.71068,2439,3217,5117,3700,,,,,,,,,,,,,,,
70.71068,3319,7170,6531,7061,,,,,,,,,,,,,,,
70.71068,2367,3479,6894,4257,,,,,,,,,,,,,,,
70.71068,4159,8187,9227,8021,,,,,,,,,,,,,,,
70.71068,2465,6606,6854,5996,,,,,,,,,,,,,,,
70.71068,3883,7209,9304,8023,,,,,,,,,,,,,,,
70.71068,1077,1898,2103,1235,,,,,,,,,,,,,,,
70.71068,1987,2868,4006,3537,,,,,,,,,,,,,,,
70.71068,3239,4387,8115,6087,,,,,,,,,,,,,,,
70.71068,2383,9318,4408,3149,,,,,,,,,,,,,,,
70.71068,2865,8970,7488,3753,,,,,,,,,,,,,,,
70.71068,3121,8714,6302,7821,,,,,,,,,,,,,,,
70.71068,2871,3538,7479,3780,,,,,,,,,,,,,,,
70.71068,2523,3535,5376,3625,,,,,,,,,,,,,,,
70.71068,2575,4092,7087,4453,,,,,,,,,,,,,,,
70.71068,2675,5548,7444,5869,,,,,,,,,,,,,,,
70.71068,2045,3683,4456,2658,,,,,,,,,,,,,,,
70.71068,1779,8522,3512,9625,,,,,,,,,,,,,,,
70.71068,3413,6983,9283,6034,,,,,,,,,,,,,,,
70.71068,2581,5138,4960,9103,,,,,,,,,,,,,,,
70.71068,1029,5350,6305,1530,,,,,,,,,,,,,,,
70.71068,3165,4596,6548,5149,,,,,,,,,,,,,,,
70.71068,2735,4028,5992,3397,,,,,,,,,,,,,,,
70.71068,893,1267,1464,1186,,,,,,,,,,,,,,,
70.71068,3589,7151,9122,6639,,,,,,,,,,,,,,,
70.71068,1809,2507,3277,2757,,,,,,,,,,,,,,,
70.71068,1867,3779,4688,2894,,,,,,,,,,,,,,,
70.71068,3007,5481,5328,4535,,,,,,,,,,,,,,,
70.71068,1447,1662,2238,9173,,,,,,,,,,,,,,,
70.71068,1727,8381,3978,7132,,,,,,,,,,,,,,,
70.71068,1091,1305,1881,1487,,,,,,,,,,,,,,,
70.71068,1515,2273,2720,2337,,,,,,,,,,,,,,,
70.71068,3215,3953,8501,7369,,,,,,,,,,,,,,,
70.71068,1147,1365,1532,1339,,,,,,,,,,,,,,,
70.71068,1443,1795,2189,1944,,,,,,,,,,,,,,,
70.71068,1599,9629,2414,9569,,,,,,,,,,,,,,,
70.71068,3999,8044,9092,6528,,,,,,,,,,,,,,,
70.71068,1189,1538,1690,9772,,,,,,,,,,,,,,,
70.71068,3329,8085,6656,8680,,,,,,,,,,,,,,,
70.71068,573,7343,2813,3561,,,,,,,,,,,,,,,
70.71068,3259,8746,8507,4833,,,,,,,,,,,,,,,
70.71068,2571,7378,5906,8431,,,,,,,,,,,,,,,
70.71068,569,642,730,653,,,,,,,,,,,,,,,
70.71068,1747,2286,3348,2728,,,,,,,,,,,,,,,
70.71068,783,1495,1653,1307,,,,,,,,,,,,,,,
70.71068,1737,9421,4372,8814,,,,,,,,,,,,,,,
70.71068,3553,6979,8479,6220,,,,,,,,,,,,,,,
70.71068,1233,1589,2017,1457,,,,,,,,,,,,,,,
70.71068,2815,5059,8231,6415,,,,,,,,,,,,,,,
70.71068,2269,8590,6919,5258,,,,,,,,,,,,,,,
70.71068,1491,2237,3605,2466,,,,,,,,,,,,,,,
70.71068,3851,7004,8636,6667,,,,,,,,,,,,,,,
70.71068,4007,7629,8649,6133,,,,,,,,,,,,,,,
70.71068,1783,2280,3086,2522,,,,,,,,,,,,,,,
70.71068,1887,6207,5151,9583,,,,,,,,,,,,,,,
70.71068,3881,7521,9356,6647,,,,,,,,,,,,,,,
70.71068,2469,4011,5343,8769,,,,,,,,,,,,,,,
70.71068,1917,9609,4909,5190,,,,,,,,,,,,,,,
70.71068,2263,3868,4384,9302,,,,,,,,,,,,,,,
70.71068,2177,7559,5597,4127,,,,,,,,,,,,,,,
70.71068,2245,3616,4839,3165,,,,,,,,,,,,,,,
70.71068,1227,1586,2227,1913,,,,,,,,,,,,,,,
70.71068,1569,1927,2402,2074,,,,,,,,,,,,,,,
70.71068,1695,3205,3406,2930,,,,,,,,,,,,,,,
70.71068,4217,8117,9954,7672,,,,,,,,,,,,,,,
70.71068,2443,8820,6206,4341,,,,,,,,,,,,,,,
70.71068,1341,5155,7328,4656,,,,,,,,,,,,,,,
70.71068,2529,7318,4426,3470,,,,,,,,,,,,,,,
70.71068,1543,1355,2455,1999,,,,,,,,,,,,,,,
70.71068,1415,2414,2574,1750,,,,,,,,,,,,,,,
70.71068,2531,3320,4547,3301,,,,,,,,,,,,,,,
70.71068,2423,4394,5852,4408,,,,,,,,,,,,,,,
70.71068,3345,7679,6078,8499,,,,,,,,,,,,,,,
70.71068,3659,7971,9281,4511,,,,,,,,,,,,,,,
70.71068,2601,5373,9435,3708,,,,,,,,,,,,,,,
70.71068,2805,8573,6056,9185,,,,,,,,,,,,,,,
70.71068,341,349,453,360,,,,,,,,,,,,,,,
70.71068,695,767,1061,1034,,,,,,,,,,,,,,,
70.71068,1911,7514,5601,7378,,,,,,,,,,,,,,,
70.71068,2305,2955,4322,3494,,,,,,,,,,,,,,,
70.71068,3657,7106,9521,4816,,,,,,,,,,,,,,,
70.71068,2281,3236,4583,3394,,,,,,,,,,,,,,,
70.71068,2247,6365,7772,2933,,,,,,,,,,,,,,,
70.71068,2905,3682,6531,4564,,,,,,,,,,,,,,,
70.71068,3399,8479,9298,6970,,,,,,,,,,,,,,,
70.71068,3721,5670,9077,5637,,,,,,,,,,,,,,,
70.71068,2619,4055,9218,8568,,,,,,,,,,,,,,,
70.71068,1063,1618,1817,1678,,,,,,,,,,,,,,,
70.71068,1229,1414,1637,1339,,,,,,,,,,,,,,,
70.71068,2473,3085,4810,3543,,,,,,,,,,,,,,,
70.71068,2137,8677,3729,3144,,,,,,,,,,,,,,,
70.71068,1485,1962,3366,2352,,,,,,,,,,,,,,,
70.71068,1341,8542,5825,2012,,,,,,,,,,,,,,,
70.71068,2587,3265,6208,7545,,,,,,,,,,,,,,,
70.71068,3975,7561,9251,7679,,,,,,,,,,,,,,,
70.71068,2685,3566,6508,3652,,,,,,,,,,,,,,,
70.71068,3285,6255,7914,6474,,,,,,,,,,,,,,,
70.71068,1595,9584,4855,7573,,,,,,,,,,,,,,,
70.71068,2003,2730,3932,3372,,,,,,,,,,,,,,,
70.71068,797,969,1050,913,,,,,,,,,,,,,,,
70.71068,1725,2436,2790,2217,,,,,,,,,,,,,,,
70.71068,1151,1459,1646,1515,,,,,,,,,,,,,,,
70.71068,1065,8157,7116,3779,,,,,,,,,,,,,,,
70.71068,2137,2962,4320,3558,,,,,,,,,,,,,,,
70.71068,943,1123,1395,1100,,,,,,,,,,,,,,,
70.71068,2539,6973,6371,8904,,,,,,,,,,,,,,,
70.71068,3887,7348,8511,5660,,,,,,,,,,,,,,,
70.71068,2363,8684,5065,8516,,,,,,,,,,,,,,,
70.71068,2937,4495,5499,3483,,,,,,,,,,,,,,,
70.71068,3105,9112,6929,8062,,,,,,,,,,,,,,,
70.71068,2503,4250,7041,8889,,,,,,,,,,,,,,,
70.71068,1153,9167,6770,9826,,,,,,,,,,,,,,,
70.71068,3151,7873,9708,7890,,,,,,,,,,,,,,,
70.71068,1407,2247,2793,1656,,,,,,,,,,,,,,,
70.71068,1213,9510,1850,9668,,,,,,,,,,,,,,,
70.71068,3905,6037,9113,7642,,,,,,,,,,,,,,,
70.71068,2195,3143,3966,3449,,,,,,,,,,,,,,,
70.71068,3347,4652,8742,5204,,,,,,,,,,,,,,,
70.71068,1579,2248,3779,3960,,,,,,,,,,,,,,,
70.71068,1363,3380,4544,7732,,,,,,,,,,,,,,,
70.71068,2835,8080,8147,4432,,,,,,,,,,,,,,,
70.71068,481,548,561,510,,,,,,,,,,,,,,,
70.71068,2867,5119,6309,5339,,,,,,,,,,,,,,,
70.71068,1751,9629,5149,4955,,,,,,,,,,,,,,,
70.71068,3411,5394,9463,4528,,,,,,,,,,,,,,,
70.71068,2495,3541,5995,3184,,,,,,,,,,,,,,,
70.71068,1735,3034,3406,3057,,,,,,,,,,,,,,,
70.71068,3555,6545,7703,6647,,,,,,,,,,,,,,,
70.71068,1263,9446,2100,9620,,,,,,,,,,,,,,,
70.71068,515,9784,2040,9723,,,,,,,,,,,,,,,
70.71068,3801,5026,9269,7055,,,,,,,,,,,,,,,
70.71068,3175,8929,9058,7953,,,,,,,,,,,,,,,
70.71068,915,1256,1495,1154,,,,,,,,,,,,,,,
70.71068,1609,3164,3423,2580,,,,,,,,,,,,,,,
70.71068,2337,8410,6842,9334,,,,,,,,,,,,,,,
70.71068,319,7969,2064,842,,,,,,,,,,,,,,,
70.71068,2953,6262,9199,6077,,,,,,,,,,,,,,,
70.71068,2723,7485,6348,7819,,,,,,,,,,,,,,,
70.71068,2447,8550,6004,6681,,,,,,,,,,,,,,,
70.71068,1289,1999,2300,1919,,,,,,,,,,,,,,,
70.71068,979,9910,1551,1288,,,,,,,,,,,,,,,
70.71068,2979,4245,6754,5156,,,,,,,,,,,,,,,
70.71068,2565,6962,5591,4640,,,,,,,,,,,,,,,
70.71068,1775,2414,3111,1978,,,,,,,,,,,,,,,
70.71068,1043,1189,1639,1351,,,,,,,,,,,,,,,
70.71068,3547,5658,8025,5386,,,,,,,,,,,,,,,
70.71068,1483,1754,1974,1740,,,,,,,,,,,,,,,
70.71068,1019,1183,1485,1291,,,,,,,,,,,,,,,
70.71068,3361,7623,6872,7233,,,,,,,,,,,,,,,
70.71068,2947,7825,8889,8422,,,,,,,,,,,,,,,
70.71068,3903,6995,9553,6481,,,,,,,,,,,,,,,
70.71068,2765,7337,6921,7524,,,,,,,,,,,,,,,
70.71068,3005,5921,6831,4447,,,,,,,,,,,,,,,
70.71068,1687,2141,5375,5131,,,,,,,,,,,,,,,
70.71068,3071,4589,6164,9063,,,,,,,,,,,,,,,
70.71068,677,784,951,707,,,,,,,,,,,,,,,
70.71068,575,612,702,9869,,,,,,,,,,,,,,,
70.71068,507,567,627,572,,,,,,,,,,,,,,,
70.71068,4069,6019,9105,7233,,,,,,,,,,,,,,,
70.71068,2285,3976,5668,4178,,,,,,,,,,,,,,,
70.71068,2783,7815,7429,5191,,,,,,,,,,,,,,,
70.71068,1735,2053,3291,2928,,,,,,,,,,,,,,,
70.71068,2459,6935,6574,5631,,,,,,,,,,,,,,,
70.71068,2931,6336,9336,6710,,,,,,,,,,,,,,,
70.71068,2553,7383,7521,2989,,,,,,,,,,,,,,,
70.71068,3625,8433,9280,5797,,,,,,,,,,,,,,,
70.71068,2225,8935,7903,9272,,,,,,,,,,,,,,,
70.71068,1113,5874,5626,6071,,,,,,,,,,,,,,,
70.71068,3169,7211,7426,7053,,,,,,,,,,,,,,,
70.71068,1425,8652,3043,2315,,,,,,,,,,,,,,,
70.71068,1189,1440,1658,9813,,,,,,,,,,,,,,,
70.71068,861,1230,1387,1140,,,,,,,,,,,,,,,
70.71068,547,680,749,685,,,,,,,,,,,,,,,
70.71068,2705,5891,7644,7985,,,,,,,,,,,,,,,
70.71068,4153,6332,8632,5928,,,,,,,,,,,,,,,
70.71068,3209,5049,7243,4847,,,,,,,,,,,,,,,
70.71068,3121,6578,7694,6952,,,,,,,,,,,,,,,
70.71068,3287,8218,7426,8064,,,,,,,,,,,,,,,
70.71068,3409,6811,8876,4748,,,,,,,,,,,,,,,
70.71068,2527,4680,6190,4419,,,,,,,,,,,,,,,
70.71068,3591,6010,9549,6129,,,,,,,,,,,,,,,
70.71068,2659,4163,6191,3555,,,,,,,,,,,,,,,
70.71068,1179,2769,1861,8405,,,,,,,,,,,,,,,
70.71068,1079,1552,1754,1257,,,,,,,,,,,,,,,
70.71068,443,9979,503,9974,,,,,,,,,,,,,,,
70.71068,2309,2998,6222,3065,,,,,,,,,,,,,,,
70.71068,1505,9547,3286,5106,,,,,,,,,,,,,,,
70.71068,3599,7072,9176,5091,,,,,,,,,,,,,,,
70.71068,2741,3536,7322,6751,,,,,,,,,,,,,,,
70.71068,3041,8285,7768,5442,,,,,,,,,,,,,,,
70.71068,549,606,775,726,,,,,,,,,,,,,,,
70.71068,393,4167,1940,412,,,,,,,,,,,,,,,
70.71068,2255,5658,6890,6542,,,,,,,,,,,,,,,
70.71068,2629,5299,6488,8430,,,,,,,,,,,,,,,
70.71068,1641,7499,4819,2700,,,,,,,,,,,,,,,
70.71068,3425,7192,8015,6742,,,,,,,,,,,,,,,
