pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit
69.641945,967,7545,4263,3359
69.641945,2451,8183,9119,7489
69.641945,983,1679,3249,1695
69.641945,2659,7992,6725,4639
69.656296,1977,4494,8435,6784
69.656296,1257,2343,5617,9461
69.72087,2090,9515,9502,5081
69.72087,968,2009,4723,6087
69.77822,1216,2766,3867,6321
69.81404,951,2664,4878,5467
69.81404,2005,7600,9192,7295
69.81404,871,2991,4231,7652
69.81404,1133,1993,4419,6014
69.856995,3179,5048,7205,5473
69.87131,651,1092,1640,1190
69.89278,618,1880,2737,1860
69.89278,2072,6403,9705,9188
69.89278,1886,5453,3713,2936
69.89278,2058,8194,8245,6075
69.89278,1258,7942,6749,7982
69.89278,2054,9304,9528,4749
69.92139,2526,3867,7575,5579
69.92139,670,9525,3781,3550
69.92139,1040,3798,6793,7700
69.92139,1434,3230,5897,3252
69.92139,1304,2046,8230,7318
69.97142,1077,9495,5481,9834
69.97142,2183,4030,6025,4706
69.97142,1641,6689,9774,8548
70,1811,5642,8296,5552
70,1395,8908,3932,2987
70,531,2661,3084,7074
70,893,8290,4065,9192
70,3257,5575,9681,5829
70.00714,2006,4961,8712,9139
70.00714,1852,4863,6232,3957
70.00714,2326,8231,8780,5076
70.00714,1512,1980,3926,3196
70.00714,2528,5418,6948,5336
70.028564,2015,6741,9933,4408
70.035706,3018,6383,8195,3987
70.035706,1266,5599,5691,1880
70.035706,548,8446,2619,8405
70.035706,682,3849,3706,9149
70.035706,940,8646,3527,8517
70.035706,842,9195,3898,5032
70.064255,376,8805,1263,416
70.064255,1392,2055,6569,5657
70.0928,2460,4678,8280,6590
70.0928,1696,7818,4603,9371
70.0928,286,9357,1164,673
70.0928,864,4224,4008,8862
70.11419,1351,2592,3080,2726
70.11419,1011,2031,3962,5918
70.178345,712,5863,2497,5726
70.178345,3260,5859,8632,6501
70.178345,426,1202,1729,1059
70.178345,2374,5662,7098,4344
70.178345,1402,6252,6663,2761
70.178345,386,9887,2228,7304
70.178345,1762,7526,8718,7611
70.178345,978,2066,3644,2129
70.21396,1573,4829,5498,2976
70.21396,3593,7786,9634,7779
70.21396,1767,7707,8789,8509
70.21396,1501,5970,5539,4380
70.21396,1117,7351,4671,7141
70.21396,971,7291,4822,4537
70.21396,1979,6970,7617,4131
70.2282,1117,4892,5210,4301
70.2282,423,8455,2463,5398
70.2282,547,6507,2225,9194
70.256676,2327,5175,6660,5506
70.256676,1389,2699,4579,2830
70.256676,2403,7796,9975,8430
70.256676,1133,2780,5307,3061
70.256676,1693,2470,4566,3399
70.26379,2460,8298,9743,3720
70.292244,534,9332,1403,9388
70.327805,2699,5712,8586,7867
70.327805,3095,7676,8521,6913
70.327805,1305,3172,6141,4549
70.34913,610,1602,1883,9344
70.38466,2261,4699,8591,3183
70.434364,1504,7349,4546,7568
70.45566,1243,3794,5441,5021
70.45566,1627,2698,5815,3854
70.45566,795,1706,2199,1985
70.491135,1130,7395,5168,5349
70.491135,3134,5053,7934,4502
70.5195,1558,8391,7693,6226
70.5195,1990,9158,9611,3103
70.5195,2894,6678,7898,4024
70.5762,1374,5712,4852,6566
70.5762,2220,2779,9361,8399
70.5762,1100,9164,6323,1668
70.5762,2102,7692,9147,5705
70.60453,1822,3845,8859,7681
70.60453,2646,6156,8518,6378
70.60453,2032,5259,6401,3475
70.61161,1437,3147,7405,6466
70.71068,1049,8102,4315,2850
70.724815,1543,5366,5963,2148
70.724815,2575,6011,8466,4652
70.724815,1591,2456,5580,6967
70.724815,2191,3852,6505,5383
70.76723,523,9331,2785,1159
70.77429,1016,8565,3897,1802
70.77429,2000,4039,8308,4683
70.77429,1098,6600,4380,5141
70.77429,764,8003,4248,7839
70.77429,2468,4630,8438,6686
70.80254,3066,7029,8556,7830
70.83079,3174,8814,9181,8828
70.83079,660,8418,3031,2154
70.83079,1370,2163,6045,2022
70.83079,3172,4477,9333,8155
70.83079,1348,2861,7850,8295
70.837845,983,6127,4415,1263
70.837845,2569,7270,7587,7476
70.85902,2112,7204,9640,6675
70.85902,1356,2414,5647,3267
70.88018,1729,3870,8287,2179
70.93659,2571,5629,9731,5452
70.93659,3489,6579,9694,5911
70.93659,1829,6965,9126,6459
70.93659,1963,8015,9430,3234
70.93659,1451,7290,5876,8151
71,946,8989,3945,9498
71,1290,3955,4146,7169
71,2942,6968,8306,8007
71.00704,383,1398,2146,798
71.00704,1437,3044,7875,7830
71.021126,1213,3358,5429,9128
71.021126,2037,6451,8594,4079
71.021126,2775,7588,9607,3913
71.021126,1275,4551,6940,7418
71.02816,2430,3252,8005,6998
71.02816,864,8796,5498,8857
71.02816,1116,2646,3497,2861
71.02816,946,8267,3424,9073
71.02816,1172,4296,5160,2335
71.063354,741,1408,2603,1117
71.063354,2239,6816,7759,5323
71.063354,267,314,1474,294
71.11259,1788,4525,5732,3552
71.11259,2170,5769,8887,4033
71.11259,1464,6613,6210,2354
71.11962,2333,4131,9813,8194
71.168816,3016,7895,9904,4436
71.168816,2482,1847,4169,3565
71.168816,522,7382,3163,7295
71.168816,1448,4749,5201,6793
71.17584,1107,1530,5011,3910
71.17584,767,5034,3206,5127
71.17584,3083,7223,9954,7478
71.17584,2163,5316,6454,5380
71.17584,637,4480,2038,9672
71.19691,254,293,717,9947
71.19691,732,2081,2782,1393
71.19691,1670,2443,9734,2744
71.19691,976,1641,2394,1931
71.19691,936,9846,4777,7313
71.19691,764,2224,3333,8980
71.21797,2351,3645,4976,3494
71.21797,505,3413,2885,613
71.25307,574,1582,3093,8732
71.25307,876,5330,4616,5275
71.281136,2184,8220,9903,9318
71.281136,1416,7055,6581,2435
71.30919,2340,6905,7835,7146
71.30919,2230,4067,9625,3225
71.30919,1740,4943,5447,3508
71.30919,2394,7467,6404,4916
71.30919,1064,5341,3223,1348
71.30919,2394,7346,9809,4359
71.30919,1824,9475,6868,6210
71.30919,1880,5112,3574,5066
71.34424,851,9296,2765,9486
71.34424,3039,6099,8582,6528
71.34424,957,2350,2626,1150
71.34424,1539,7382,4542,2521
71.34424,823,5698,4553,2278
71.38628,1975,9185,9345,2504
71.38628,835,1423,2245,1184
71.40028,1709,3065,4914,2497
71.42129,526,1871,3584,809
71.44928,1424,4296,6291,4554
71.44928,920,2768,3638,6093
71.44928,1012,5514,4554,8163
71.44928,1040,4692,4462,2025
71.470276,949,6034,5316,1577
71.470276,1265,3244,7182,2746
71.50524,3590,7941,9839,7815
71.50524,884,9060,4286,8486
71.51224,2031,8600,9226,3127
71.51224,1329,2756,2995,2702
71.51224,679,2453,3479,2464
71.55418,2519,8001,7337,7558
71.568146,2215,8492,4687,4689
71.568146,911,9710,2422,9418
71.568146,1039,8929,4234,8858
71.568146,2551,3757,5800,7574
71.5891,2136,8808,5319,8594
71.5891,1836,2980,7967,3942
71.5891,1782,4102,4718,2796
71.5891,2398,6951,9352,9287
71.610054,907,4811,3789,9743
71.610054,2833,6914,8115,8209
71.693794,2233,6505,7789,8422
71.693794,4191,5955,9026,5752
71.693794,3271,8716,9496,6966
71.693794,3219,7521,9200,6096
71.693794,3555,5722,8558,5162
71.70077,1832,7380,6198,2788
71.70077,1742,9165,5980,8060
71.70077,1910,4296,5577,5234
71.70077,468,767,2172,5637
71.70077,2354,5076,7323,5169
71.70077,3486,6763,8988,5589
71.70077,1858,2929,8706,8173
71.7844,2274,4818,7535,4684
71.7844,1466,3182,4067,2684
71.80529,1873,3175,5054,8199
71.80529,749,5961,5104,6858
71.80529,1693,7667,6717,6269
71.80529,853,7506,5567,9669
71.8401,2588,4037,8955,8178
71.8401,2326,5207,7561,5098
71.8401,1726,4321,6918,5857
71.84706,1067,8290,3792,6887
71.84706,2577,5849,7439,4864
71.84706,1335,2729,3895,3404
71.84706,2063,3975,6590,3718
71.84706,645,668,3379,7808
71.84706,2001,3756,6522,5050
71.84706,2569,5721,6868,5250
71.867935,1298,1609,3776,1555
71.867935,3208,4443,9846,4941
71.867935,1076,8376,5561,1675
71.867935,972,2004,6076,1309
72,1665,4317,7443,8695
72.00694,730,7619,3776,7755
72.00694,432,2186,1553,2145
72.00694,324,7266,1529,389
72.00694,1032,3449,3728,3440
72.00694,1824,3807,5162,7618
72.00694,2092,2513,9782,9248
72.00694,632,759,2401,1011
72.00694,3996,9171,9194,6879
72.00694,2006,5257,8938,8052
72.00694,2190,3719,5542,4292
72.00694,3154,5563,9591,7653
72.013885,2163,3658,6222,5426
72.03471,1870,5540,6350,2502
72.06247,478,1566,1297,9744
72.06247,2690,6914,8276,5394
72.06941,865,7170,3043,1228
72.06941,553,8257,2308,1008
72.06941,3273,4609,9277,5699
72.06941,1965,2786,6072,7235
72.11102,511,802,2061,953
72.11102,757,9500,2838,7483
72.11102,1529,7430,7858,5989
72.11102,1439,8362,6877,4384
72.11102,1483,5260,3427,6046
72.11102,479,2560,1405,6390
72.11102,2085,6420,9947,3377
72.12489,1075,6293,5329,3816
72.12489,1179,5282,6320,2032
72.138756,1131,8935,4068,8943
72.1734,1028,1567,3693,2237
72.1734,3124,5768,9699,8041
72.1734,1130,7586,5378,8853
72.18033,2371,4771,9305,8248
72.18033,1351,6749,6104,2115
72.20111,1646,4846,7075,5727
72.20111,2148,4057,7148,3682
72.20111,1198,1783,4500,1478
72.20111,2188,7196,8945,4979
72.235725,2405,4938,6983,5066
72.249565,2015,3153,9880,3914
72.249565,2957,5476,9172,7068
72.249565,2267,7525,9266,8873
72.249565,2101,2686,8042,7306
72.249565,1355,2178,6112,3191
72.249565,2077,5516,8858,6267
72.249565,1427,2232,6461,3477
72.277245,1859,4135,6277,7876
72.277245,1207,1997,8016,2332
72.33948,952,2355,5002,8322
72.33948,1860,2707,8448,7702
72.33948,736,3852,3801,988
72.34639,2669,8003,9820,3989
72.34639,867,5345,4977,5872
72.36712,1360,5159,6891,7708
72.40166,801,4169,4300,1719
72.40166,415,893,2168,776
72.40166,1055,1374,4003,3110
72.42237,1394,5704,6493,5237
72.443085,2265,6436,8554,4590
72.443085,995,8865,4715,5904
72.443085,889,1234,3985,2303
72.443085,1027,9130,5985,7070
72.44998,1114,1289,3908,8031
72.44998,1368,6443,9103,9024
72.44998,946,8365,5553,5616
72.44998,1596,4871,7675,2439
72.44998,2608,4423,7024,6167
72.44998,2402,4127,7603,9287
72.44998,1080,2567,4076,9686
72.44998,1256,6171,5509,4899
72.47068,1391,1815,5641,4153
72.47068,1085,1319,2283,1951
72.47068,1759,7569,8792,5407
72.498276,2179,7472,9210,4188
72.498276,1413,5213,4922,2541
72.498276,2321,4041,9803,3729
72.53275,1986,8091,4148,8052
72.56032,2314,4970,6168,4590
72.56032,1678,5031,6944,2156
72.56032,2144,3205,9673,3233
72.56032,634,854,2258,4969
72.56721,1895,3143,8174,2740
72.56721,927,2288,4874,3278
72.56721,2111,4135,6316,4968
72.56721,1263,7899,4787,7581
72.56721,435,1528,1691,1634
72.615425,1000,8365,5243,2095
72.615425,2614,4109,9126,3783
72.67049,1014,7090,5725,7842
72.67049,1518,7275,4647,3135
72.691124,2275,6706,8533,5893
72.691124,2933,6394,8365,7070
72.691124,2795,4929,6118,4848
72.691124,1939,2607,9622,3238
72.73238,1423,4306,6875,2234
72.73238,961,8366,4886,1980
72.780495,3360,6582,9470,7331
72.780495,3374,5110,8623,5561
72.780495,1466,4300,6699,4397
72.8011,1415,6276,7011,9442
72.8011,1937,9052,9626,2622
72.8011,2337,7239,8315,7748
72.8011,2343,6093,8319,7501
72.835434,1924,2910,7319,4068
72.835434,2230,6316,7437,4679
72.835434,2056,3109,7658,3643
72.835434,1792,2598,9008,5434
72.835434,1346,2511,3036,2646
72.835434,3586,6276,9466,4839
72.835434,2714,7989,8945,7209
72.835434,2986,8449,9412,5979
72.835434,1442,4197,4599,3918
72.835434,2006,4156,5382,2670
72.835434,1208,7889,6001,8178
72.89719,1807,3183,8947,4394
72.89719,1099,2482,6726,4742
72.91776,1430,1934,4743,7710
72.91776,1464,7257,7774,9634
72.91776,1332,3275,6153,8775
72.91776,1594,6512,8158,8033
72.91776,3704,6692,9904,8045
72.91776,2050,3796,5163,3795
72.94518,632,765,2266,790
72.99315,2061,1970,7973,4281
72.99315,2589,8325,7647,6459
72.99315,2495,5841,7625,6052
73,3142,5766,8748,5893
73,3300,7291,7494,4421
73.00685,2407,3480,9982,3477
73.00685,1017,2639,3540,3310
73.00685,985,6158,4588,2571
73.00685,3521,4811,9877,6724
73.00685,747,1347,4097,1057
73.00685,1731,6171,7993,5701
73.00685,447,1932,2193,9833
73.00685,593,844,2345,6275
73.00685,929,4618,5648,9484
73.00685,3133,5556,7927,6075
73.02739,2762,6148,8991,4636
73.02739,2284,3210,6034,4554
73.02739,568,5780,1849,5829
73.05477,1962,3626,8613,4437
73.05477,1650,8368,4910,2587
73.061615,1029,1542,4104,1209
73.061615,1895,7301,6675,4730
73.061615,2223,7513,6274,7412
73.061615,1719,9255,9213,3010
73.061615,1699,2460,4186,8645
73.061615,1229,9521,4195,4886
73.082146,1468,9310,5336,9183
73.082146,510,749,1349,776
73.109505,2402,8283,9876,3613
73.109505,682,2408,2423,2463
73.109505,2452,7957,9555,4442
73.109505,2328,5040,9025,5457
73.109505,2018,9049,6976,7322
73.1642,2266,6368,9282,4764
73.1642,1326,2021,4108,3263
73.171036,3235,6815,9042,5992
73.171036,1901,4027,7795,6223
73.239334,2455,6108,5909,5398
73.239334,985,9138,4815,3450
73.24616,522,2366,2237,9503
73.24616,1418,1650,5551,1934
73.24616,2408,4769,7328,5569
73.24616,1440,2277,2928,2370
73.24616,2320,8796,7761,6932
73.24616,1270,1761,3658,2399
73.33485,3813,7687,9750,6619
73.33485,1747,7218,4653,2979
73.34848,1199,2345,5907,1616
73.34848,587,689,2891,3047
73.34848,1491,7764,7626,1695
73.34848,1793,5313,8605,7758
73.34848,2205,4958,5120,6919
73.34848,2283,4967,8265,5929
73.3553,1696,2406,5473,3452
73.3553,2312,9091,7312,3070
73.3553,2486,5937,9441,5999
73.37575,663,1491,1677,761
73.37575,1819,4023,9531,2206
73.38937,931,6145,4673,2030
73.38937,1337,6406,5538,3624
73.409805,2078,6897,6677,4054
73.409805,1872,9219,6944,4537
73.409805,2882,3850,9113,5263
73.409805,1434,3380,7584,9456
73.43024,1229,2959,4278,2310
73.43024,2871,4381,6875,6618
73.43705,1786,8109,8124,6142
73.43705,1930,5879,7946,6139
73.43705,1216,2120,5297,1445
73.53911,1419,9462,5814,3969
73.545906,2428,6284,9282,6357
73.545906,2616,4437,7346,7468
73.552704,851,2343,3386,4939
73.552704,911,2532,4539,2597
73.552704,1197,8665,2782,9110
73.552704,969,2995,4668,3035
73.552704,949,8934,4215,1428
73.552704,2105,4689,8223,4854
73.57309,1294,2018,3303,1658
73.57309,1174,2392,3933,8882
73.593475,1971,3945,5316,3712
73.593475,1041,5361,5524,5285
73.593475,2467,5916,8181,8523
73.60027,2246,2869,5012,3782
73.60027,2476,3379,8073,4372
73.661385,1163,6163,6346,6903
73.661385,1167,3171,4073,2909
73.661385,1229,3243,4792,8610
73.68175,2778,6826,8342,5400
73.68175,1024,2631,3899,4295
73.68175,2024,2813,9316,8400
73.68175,1148,6489,5680,6036
73.68175,934,2738,3153,1340
73.736015,1526,3175,3698,2793
73.736015,2184,4616,6837,6947
73.736015,1014,9420,4313,4993
73.736015,1506,3508,4686,7858
73.756355,771,8556,2156,2370
73.756355,795,9223,2593,1458
73.756355,837,1916,4990,3840
73.756355,1733,6116,7771,9180
73.756355,1049,9222,4960,9482
73.78347,1263,2165,4751,2322
73.817345,1644,2991,7390,2902
73.817345,2112,7243,8322,4048
73.82411,1735,4590,6207,6264
73.82411,2435,6275,7681,6116
73.82411,1421,2443,8569,8938
73.82411,2083,6657,7791,6482
73.87828,3021,7343,7627,7752
73.92564,1778,2866,7853,4661
73.92564,2634,4847,8842,5682
73.97973,1216,2577,5211,2440
73.97973,2188,3562,9181,8574
73.97973,484,7802,1765,7898
74,767,1316,3361,8191
74,1191,1463,4266,8161
74.00676,1548,3521,6833,2078
74.00676,980,1483,2088,1662
74.02702,1689,5808,6069,5768
74.02702,1523,6338,6139,2726
74.02702,851,1763,1993,988
74.02702,947,5693,4025,1899
74.02702,771,1239,4524,3881
74.02702,1517,3036,5249,7705
74.04053,2205,5577,6983,3742
74.04053,1929,2762,9723,2611
74.04053,1555,1917,7608,7806
74.06078,2618,4828,6328,7786
74.06078,1256,5228,7379,1653
74.06078,3252,4706,7374,5701
74.06078,1760,9060,9058,4768
74.06078,580,1416,2384,4738
74.06078,2010,6410,7946,2486
74.06078,2150,5867,7663,6536
74.094536,1643,7372,5922,6611
74.094536,1107,8751,3829,7359
74.094536,3489,6774,9081,7187
74.1485,1189,2021,5214,9152
74.1485,949,2087,4532,1352
74.168724,1784,2241,5949,7778
74.20242,1117,8915,6242,5209
74.20242,1227,9362,5110,2762
74.215904,1867,4905,8476,4545
74.24284,833,8926,6781,9166
74.24284,1143,3448,5089,1589
74.24284,2031,6981,8978,4936
74.24958,540,8271,2821,8226
74.24958,1182,9330,5667,9422
74.24958,1950,3839,7334,8528
74.27651,3330,6285,8432,6167
74.27651,2610,5575,7744,8666
74.30343,2102,3834,6961,5452
74.30343,2420,6257,9880,7468
74.323616,2417,4822,8410,7404
74.323616,2929,7123,8517,4542
74.330345,1290,5615,5485,4226
74.330345,1004,8873,4117,2283
74.330345,1478,4104,3842,4140
74.330345,1000,7597,4942,3924
74.330345,1698,2486,5878,6012
74.330345,1748,6516,9350,5007
74.330345,2032,6752,8587,6564
74.330345,1180,1979,6948,6402
74.330345,1116,7073,4488,3988
74.404305,2023,7438,9934,7279
74.404305,1061,1838,4412,2477
74.404305,769,4583,2611,5533
74.404305,2055,6199,9710,5547
74.41102,598,4404,3354,7310
74.41102,3310,7180,9310,6197
74.41102,3026,4511,9095,7382
74.41102,1158,3155,5384,8491
74.431175,2187,4913,6233,4235
74.46476,1144,6298,6811,4528
74.52516,953,8225,3153,9645
74.62573,1896,8480,4808,7427
74.62573,2870,2865,8802,4722
74.63243,2093,5626,9275,8590
74.63243,839,4275,3410,1174
74.63243,1551,5544,7969,8821
74.63243,2121,3296,9706,3547
74.672615,1649,2895,5276,2778
74.672615,1549,3410,7579,5491
74.672615,1733,2127,8502,9353
74.672615,1079,6841,4404,7109
74.672615,2513,4463,6464,4534
74.68601,1131,6749,5058,5454
74.70609,1106,1293,7244,3346
74.70609,1432,6103,6352,6284
74.70609,3258,5293,9947,6855
74.73286,2630,5257,9685,6862
74.73286,2536,6218,7099,6444
74.73286,1542,8510,5445,9193
74.73286,2472,4768,7613,5534
74.8131,2112,5951,8330,6719
74.8131,1258,2153,5406,2014
74.8131,918,3128,3404,7593
74.8131,550,9618,2231,9264
74.84651,791,6087,3307,2324
74.84651,2247,6085,9562,3261
74.88658,1711,8146,8014,9082
74.88658,1933,3474,4380,3551
74.88658,1813,4968,6630,2742
74.88658,2249,7748,8604,6210
74.94665,2732,7929,7601,5018
74.94665,1624,3644,4862,2889
74.94665,866,1093,4197,3074
74.94665,2544,7126,7627,3761
74.96666,999,8389,5277,2538
74.96666,1579,4431,8328,3871
74.96666,491,2428,1858,2331
75,730,1091,2816,1153
75.00667,2173,3016,8089,4308
75.00667,1929,5865,6003,3862
75.00667,4063,7601,9304,6101
75.00667,715,5237,3879,5248
75.00667,1431,2121,7223,2131
75.026665,1164,9478,3200,3051
75.026665,1326,5163,5326,4960
75.026665,738,6677,4594,6726
75.026665,2822,6753,9202,5659
75.026665,1696,4042,8768,6041
75.026665,1468,2403,5610,6522
75.059975,1553,7660,4611,8986
75.059975,893,1354,4899,1605
75.059975,2865,6432,7243,7412
75.073296,1685,5127,7968,4353
75.073296,3377,4874,9897,6949
75.073296,2273,6115,8718,7822
75.073296,1345,3398,4642,7664
75.073296,1725,4634,8981,3036
75.10659,2502,3926,9315,8722
75.13322,2172,4023,5128,4067
75.13322,2116,6816,8175,5727
75.13322,1286,5364,7095,2433
75.13322,1356,6311,6642,6055
75.13322,2138,3572,6415,2892
75.13322,874,2663,3235,2903
75.13322,2664,4704,9619,7847
75.16648,1439,7491,8166,2397
75.16648,1139,2464,4807,8686
75.16648,1557,4674,5020,7837
75.16648,871,1172,3878,1287
75.16648,1327,2022,6782,6942
75.16648,789,7751,3625,4576
75.17979,2607,7009,7477,5418
75.17979,1123,2696,6164,2952
75.18643,2920,4276,8965,6507
75.21303,394,4990,2015,9892
75.23962,1120,8789,4705,1802
75.23962,2608,4524,9818,6309
75.28612,1913,8333,9249,8496
75.28612,1567,7126,7240,3114
75.28612,2783,8959,5844,3850
75.28612,775,6473,3941,1972
75.28612,1181,2491,6276,6467
75.28612,1801,3531,7231,6075
75.32596,1555,7719,7722,3770
75.42546,728,7784,2419,1275
75.43209,1447,3455,6361,5191
75.43209,1279,6584,6778,8156
75.45197,2328,4880,6536,3988
75.45197,1092,4064,5079,5922
75.45197,2954,7745,8812,5211
75.45197,1090,1990,6776,9041
75.47185,2065,3046,6885,7424
75.50497,1518,9601,3293,2018
75.50497,1516,3695,4830,3720
75.53807,359,6372,1135,6432
75.53807,1549,5578,6348,5033
75.53807,2503,4385,9889,4324
75.53807,651,934,1176,703
75.53807,1321,3152,4319,1716
75.58439,2232,8056,9285,5509
75.58439,992,2340,3158,8662
75.591,2627,8845,7859,3859
75.591,1307,4749,6960,7112
75.591,2425,6563,7484,3486
75.60423,1925,5699,8348,8071
75.60423,1011,8483,4192,9275
75.61085,1650,5245,7756,3094
75.61085,2248,3431,8460,8945
75.61085,1662,7427,5534,9241
75.61085,1910,6121,3515,7673
75.61085,2146,8870,9270,2976
75.643906,2457,5436,7843,3410
75.643906,2595,6668,7177,5202
75.66373,750,1269,3526,1084
75.66373,2954,7784,8844,6977
75.66373,2698,8152,8688,5969
75.66373,1526,2364,5764,3826
75.66373,1726,8799,9161,6527
75.66373,1890,2786,5894,9058
75.66373,790,3282,3637,9393
75.66373,1336,7416,6977,7141
75.690155,1186,1350,3072,1656
75.690155,1160,2517,5456,2625
75.70998,667,4529,2020,769
75.70998,2041,6714,8013,3129
75.716576,3086,6596,8842,6830
75.716576,778,8636,3487,8958
75.74299,3248,4634,8459,8191
75.74299,1954,5399,6123,5677
75.76939,754,7571,4564,1891
75.76939,3770,7580,9531,6289
75.802376,1941,8784,5916,3035
75.802376,1823,5337,9122,5299
75.802376,2701,7146,9107,4354
75.802376,1995,4745,6046,6175
75.82216,1404,2343,3591,2278
75.82216,728,2921,3272,9188
75.89466,2393,3882,6537,8158
75.9276,874,7525,3909,2128
75.95393,1420,2018,4627,4138
75.95393,1378,2667,3680,6303
75.96052,2255,6031,8467,8930
75.96052,2707,8911,6700,5858
75.96052,2973,6625,7903,6796
76.00658,1540,7091,7542,4380
76.00658,770,2375,2732,2298
76.00658,1218,4198,4283,1759
76.00658,2298,6796,8130,4758
76.00658,1736,5026,3205,6287
76.02631,1731,3587,8106,2827
76.02631,1607,7884,8483,7826
76.02631,2751,5026,8099,3792
76.02631,1815,3611,7820,2847
76.05919,1050,4315,3931,9148
76.05919,2054,5164,9716,8956
76.05919,878,7301,4001,2961
76.05919,348,8942,1799,1364
76.05919,1766,3436,4926,3693
76.05919,1326,7082,5894,7734
76.05919,1030,3155,4768,5103
76.05919,1828,3923,8648,6899
76.105194,793,2508,2287,999
76.105194,1069,5261,4846,1765
76.15773,2899,8350,9989,5812
76.15773,1091,9020,4851,1626
76.15773,1507,5085,8097,8729
76.15773,1703,4378,6764,9493
76.15773,1383,7688,7153,1909
76.2168,904,2990,3820,1029
76.23647,1243,2589,5043,7048
76.23647,653,1416,1779,1145
76.243034,2072,7113,7598,3973
76.243034,2112,7530,8550,7896
76.27582,1621,8579,5721,4947
76.29548,1904,5535,7727,8948
76.321686,1532,1960,6360,3977
76.36753,2099,3871,7325,3356
76.36753,1441,8664,5123,2280
76.40026,2072,5960,7596,4102
76.40026,1164,3056,3419,3253
76.40026,1138,6412,5501,5976
76.41989,2911,3872,9702,7123
76.41989,359,1763,1378,1799
76.41989,857,6913,4233,9525
76.41989,2255,7918,8593,8028
76.47875,1008,3156,6110,7418
76.48529,3773,6818,9920,8094
76.48529,1259,1922,5661,2128
76.53104,1024,1787,2142,1884
76.53104,1554,2562,6096,8330
76.53104,716,1302,3000,9877
76.53104,2112,3711,6157,5496
76.537575,3145,8028,8966,6765
76.55064,1557,2304,6183,6501
76.55064,1855,8402,8855,9045
76.57676,1501,6197,6871,5150
76.6094,1368,8365,5495,2244
76.655075,1793,8517,6806,8137
76.655075,2861,8464,9091,5128
76.655075,1433,8091,6934,8914
76.655075,1877,4158,5971,7887
76.655075,3529,7069,9633,6912
76.655075,1437,3416,3918,2130
76.66159,938,6580,5252,7082
76.66159,1332,9180,5448,3244
76.687675,1140,4740,4609,5213
76.687675,3424,4876,9862,6431
76.6942,1225,4136,9223,3739
76.6942,2551,5215,6996,5206
76.79192,1434,4843,6061,3600
76.79192,1418,9312,7936,2566
76.79192,1462,6185,5833,2474
76.837494,1651,1981,7617,6851
76.843994,1882,2274,4352,3546
76.843994,1766,3073,6427,4436
76.843994,3110,5882,7838,7774
76.843994,1070,1730,2952,1683
76.896034,2058,2910,6302,5311
76.896034,2284,6323,7823,6752
76.896034,3250,4739,7381,5913
76.902534,1655,2189,6119,4403
76.922035,1792,6006,5784,8285
76.922035,1604,9669,4220,7169
76.922035,868,6221,3211,1965
76.941536,2203,5772,7618,8088
76.941536,2383,4791,9214,3076
76.941536,413,8200,1444,663
76.941536,2129,3403,8211,4157
76.96753,855,1863,2571,2026
76.96753,2045,5408,9695,4924
77,1776,3899,8369,7826
77.00649,891,1696,2206,1946
77.02597,1176,2047,4282,2850
77.02597,1274,7265,6312,8299
77.02597,2796,5839,8848,5832
77.02597,1058,2157,3529,1786
77.05842,1553,2423,5167,4060
77.05842,903,6674,4443,4313
77.07788,1488,5590,4604,3169
77.07788,758,2304,1569,2003
77.07788,2120,7028,6987,9324
77.07788,1808,7043,6815,6158
77.07788,2060,2390,9765,2541
77.10383,2812,6362,7835,5787
77.10383,676,9862,2680,793
77.10383,2386,7460,6435,6794
77.10383,1608,9726,8518,5323
77.10383,1696,4012,6980,4674
77.10383,1316,5897,6696,9790
77.10383,2324,7954,9014,4399
77.10383,2078,4310,2918,9252
77.10383,3012,6447,8824,7528
77.12976,3684,7535,8234,7377
77.12976,1688,6395,7376,6327
77.155685,2560,7355,7252,5850
77.16217,1649,2286,2794,1996
77.16217,1967,6906,6690,3777
77.16217,955,1456,5067,3410
77.175125,1601,9616,3639,3044
77.175125,2095,7332,9465,6684
77.175125,2441,7999,7829,4343
77.201035,915,2039,2793,1248
77.201035,3393,7193,8310,6945
77.201035,1591,2735,4684,7159
77.23341,2816,4772,8132,7768
77.23341,2322,3095,7045,3828
77.23341,1224,8793,6091,6401
77.23341,2148,4983,8099,7426
77.25283,1907,4587,8942,2507
77.25283,2453,6134,9061,5655
77.31753,1745,4080,7607,4198
77.31753,1519,3095,4725,3829
77.36925,739,1277,2972,7600
77.388626,3142,8097,7003,4574
77.388626,1400,6945,5402,3828
77.388626,2044,3767,5969,2551
77.388626,1900,3916,6111,3764
77.41447,3304,4877,9703,7951
77.41447,3800,6695,9877,7054
77.41447,1614,5670,5206,3231
77.41447,2004,5677,8219,4600
77.42093,1401,5416,5770,4937
77.46612,2036,4469,6536,6510
77.46612,1592,5727,6710,6321
77.46612,584,1707,1755,729
77.47257,1309,5836,7313,4339
77.47257,441,1892,2101,1100
77.47257,1711,2694,8361,3474
77.491936,1766,6172,7928,9145
77.491936,1202,2341,5807,1476
77.491936,2368,4922,9599,4740
77.491936,1150,8905,5483,8521
77.491936,1632,7793,7501,1972
77.52419,1369,2732,4516,2828
77.52419,1687,7893,5516,8136
77.62087,2724,6351,6872,5436
