pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit
29.427877,603,703,2047,9857
29.427877,3475,8394,9635,7869
29.427877,1597,6491,6489,6726
29.529646,911,1282,3121,1214
29.529646,2821,5842,9846,5826
29.529646,147,318,466,7254
29.529646,1133,8475,5593,3995
29.529646,323,7205,1195,479
29.529646,143,7951,397,193
29.529646,509,6211,2349,5630
29.529646,1329,2717,4314,3690
29.546574,1672,9629,5909,2988
29.546574,2846,6284,8767,5638
29.546574,1574,2116,6747,3101
29.546574,330,366,683,466
29.546574,2762,3707,8314,4578
29.546574,742,8641,3365,8245
29.614185,366,6628,1330,2692
29.614185,682,5808,3099,4067
29.614185,1430,9270,5873,5369
29.614185,498,9176,1620,9391
29.614185,592,9572,2422,8396
29.681644,1732,5329,7401,3310
29.681644,892,2059,3709,1423
29.681644,680,9033,3472,9453
29.681644,468,2988,1675,7241
29.681644,800,4047,3009,1634
29.681644,756,1389,1739,1068
29.681644,2386,4917,7764,7083
29.698484,1449,4695,5963,4587
29.698484,487,9426,1971,1114
29.698484,287,3248,735,414
29.698484,2479,4421,8140,5657
29.698484,577,6255,2202,931
29.698484,277,4130,928,9899
29.732138,443,1473,2410,8269
29.732138,421,9361,2475,9746
29.732138,411,6990,1273,7440
29.732138,251,388,952,5068
29.732138,2735,4520,9317,8108
29.732138,337,3746,1263,9866
29.732138,779,1125,2170,1850
29.732138,1799,4441,6191,3044
29.732138,1583,7420,9067,6538
29.732138,635,7384,3568,1540
29.732138,1793,5642,6462,6542
29.732138,2503,4305,9791,7831
29.732138,1509,7977,7880,9092
29.832869,1947,4031,6994,5894
29.832869,473,739,1918,9868
29.832869,459,3108,1895,672
29.832869,755,2159,3730,9782
29.832869,927,7968,4445,1235
29.832869,355,7641,1377,425
29.832869,343,818,1257,960
29.832869,1775,6330,6298,4385
29.832869,495,9374,3056,922
29.832869,917,8678,4941,1237
29.832869,281,2719,1368,668
29.832869,557,9881,2589,5815
29.832869,999,6834,4690,8881
29.966648,243,5036,794,260
29.966648,425,527,1744,845
29.966648,279,614,1010,415
29.966648,113,697,255,700
29.966648,1055,2833,4921,3860
29.966648,257,7914,1135,9738
29.966648,783,9718,3029,9817
30,2947,4219,8672,4905
30,475,531,2118,5060
30,2703,5537,6664,4768
30,2115,8113,8891,7826
30,2505,3932,8925,3859
30,1753,2604,7556,3376
30.016663,212,215,913,266
30.016663,210,236,942,224
30.016663,2368,3964,9154,5056
30.016663,2162,3929,6139,5131
30.016663,422,1452,1144,9485
30.016663,2702,5551,9234,5324
30.016663,1658,2099,3511,2067
30.016663,922,8475,3624,8638
30.016663,3464,9189,5369,7451
30.016663,1204,1822,2681,1656
30.066593,977,2856,3421,1995
30.066593,3213,4880,9843,4288
30.066593,2503,4040,9685,6147
30.066593,217,418,442,252
30.066593,645,988,1490,1028
30.066593,783,8517,2019,2299
30.066593,697,1354,2372,1049
30.066593,1753,7527,9872,7836
30.066593,1461,1507,6560,2133
30.083218,654,5479,3927,5075
30.083218,3434,7665,9394,7390
30.083218,182,9839,1127,274
30.083218,242,9756,1140,9882
30.083218,1366,9412,5262,8937
30.083218,332,559,1230,382
30.083218,2058,6378,9398,4702
30.083218,328,530,1193,519
30.083218,1940,4703,5613,7159
30.083218,296,376,1063,652
30.083218,580,792,2083,2290
30.083218,568,9718,3053,9270
30.083218,2532,6058,6476,4698
30.149628,172,9861,808,2024
30.149628,2536,6504,6661,4166
30.149628,442,634,2396,9929
30.149628,556,1299,1415,9540
30.149628,326,4950,1616,6628
30.149628,980,3120,5248,7494
30.232433,205,2990,985,2995
30.232433,1943,5041,6426,8819
30.232433,465,8928,1790,9841
30.232433,779,1846,4206,9076
30.232433,667,2479,2621,2536
30.232433,233,9444,1268,793
30.232433,319,3127,1188,405
30.265491,739,896,2209,938
30.265491,147,562,480,210
30.265491,1847,8278,7759,3243
30.265491,1465,9140,5423,7526
30.265491,2567,4176,9289,6462
30.265491,1185,5479,3794,4805
30.265491,1845,2234,5146,4774
30.265491,399,546,1259,422
30.265491,673,787,3223,1186
30.364452,947,4299,4993,1268
30.364452,137,175,419,6733
30.413813,312,806,1244,1200
30.413813,374,585,1169,4421
30.413813,402,8480,1341,7789
30.413813,1280,1672,4305,1845
30.413813,1744,7918,8247,8392
30.413813,386,835,1485,717
30.413813,366,8152,2609,7688
30.413813,176,9878,453,263
30.413813,192,8188,576,8146
30.413813,584,1240,1999,1057
30.413813,152,2021,449,2023
30.413813,2462,6078,9084,7201
30.413813,1230,8167,4845,1601
30.413813,138,4614,607,173
30.413813,718,1746,3116,1794
30.413813,1418,2046,7891,4981
30.463093,2021,6711,7611,6467
30.463093,335,3664,1177,424
30.463093,2039,5504,8564,4737
30.463093,2871,5008,8568,4978
30.463093,919,1866,4807,9341
30.479502,264,8995,1363,647
30.479502,714,1329,2590,1703
30.479502,2114,2869,7795,4789
30.479502,748,5272,3134,9626
30.528675,1477,9445,7974,7101
30.528675,2283,3884,9193,2888
30.528675,1201,9446,4548,5555
30.528675,2365,132,445,3123
30.528675,179,952,459,215
30.528675,1705,3272,5163,2101
30.528675,1593,7086,6376,2824
30.528675,2039,7131,7489,2920
30.594116,1965,2424,7641,6430
30.594116,243,4582,883,4562
30.594116,897,6867,4215,9763
30.594116,3127,6450,9871,6405
30.594116,3089,4423,7140,4588
30.594116,1503,2461,5166,4147
30.594116,615,5161,2419,1168
30.610456,1946,2685,6980,5468
30.610456,782,1584,2261,1601
30.610456,218,262,672,280
30.610456,390,545,1677,4065
30.610456,398,510,1548,1481
30.675724,248,342,1007,9785
30.675724,668,7515,2873,7792
30.675724,610,1412,3800,1353
30.675724,1646,6933,7415,6610
30.675724,398,9461,1324,9845
30.675724,1370,8780,3346,8763
30.805843,254,2595,1037,292
30.805843,906,1394,5023,9371
30.805843,960,8397,3035,8801
30.805843,200,242,664,9935
30.805843,912,1566,5367,6936
30.805843,2086,3670,7629,3798
30.805843,2442,6476,9512,7405
30.805843,1196,9388,3957,4635
30.805843,2700,5603,8770,4504
30.805843,2270,9291,6879,8646
30.805843,358,489,1044,1901
30.805843,262,8319,1512,651
30.805843,198,233,894,9875
30.870699,626,9380,1833,9252
30.870699,2288,3447,8082,6329
30.870699,1370,8356,5493,1795
30.870699,1346,7995,8410,7934
30.870699,900,5592,3934,5627
30.88689,171,7977,947,7903
30.88689,525,753,2073,646
30.88689,277,9154,1048,293
31,1640,8573,9472,2998
31,1882,2616,8535,4331
31,592,1322,1935,748
31,410,1004,1423,622
31.016125,183,3923,485,3932
31.016125,1301,6547,6999,6772
31.016125,197,234,654,344
31.016125,2777,7402,740,5302
31.016125,447,3199,2167,590
31.016125,3029,6867,8978,4963
31.04835,1359,8825,6008,9745
31.04835,1669,5562,6454,7917
31.04835,139,3746,825,9490
31.04835,187,7884,827,297
31.04835,205,4322,716,7977
31.06445,578,3198,2645,9755
31.06445,560,7195,2639,9824
31.06445,258,311,1050,2433
31.06445,1486,2036,4239,2781
31.06445,222,7358,1088,692
31.06445,1408,7627,4447,2803
31.06445,810,1296,3772,1349
31.06445,460,9650,2567,3321
31.06445,368,2814,1887,9529
31.112698,577,6662,3191,841
31.112698,539,9129,1501,6717
31.144823,2659,8972,9931,6539
31.144823,331,8949,844,709
31.144823,593,6107,2870,5358
31.144823,403,8103,1064,8078
31.144823,553,1021,1377,743
31.241,329,395,1056,425
31.241,495,1402,1721,9839
31.241,1335,3831,5671,8679
31.241,3481,6446,9490,6838
31.241,111,5125,379,249
31.257,354,8700,1580,9573
31.257,306,1724,1238,1219
31.257,2618,7887,8919,3390
31.257,612,9517,3013,3726
31.257,2818,4132,6817,4766
31.257,2616,4814,8932,4545
31.257,1222,6395,6238,8014
31.257,274,2252,752,2258
31.304953,1125,1433,4884,1531
31.304953,391,2432,985,2410
31.304953,3259,9320,5603,5025
31.320919,1204,3812,6728,7141
31.320919,404,3000,2260,696
31.320919,2586,5123,7813,5377
31.320919,1672,3693,8528,8538
31.320919,310,4497,1351,9883
31.38471,2906,4159,7793,7801
31.38471,2576,4482,9209,8609
31.38471,1332,8847,4856,4969
31.38471,228,367,931,9834
31.38471,330,383,1175,373
31.38471,1516,2752,3738,2003
31.38471,1962,8989,8288,8188
31.38471,490,1084,2360,7715
31.38471,278,9166,1354,1449
31.38471,1968,4372,8310,4693
31.38471,742,1839,3880,3055
31.38471,348,444,1264,9355
31.38471,404,463,1821,437
31.38471,174,9370,719,9355
31.38471,2828,5001,7472,5122
31.400637,891,4970,4244,6224
31.400637,397,580,2031,8833
31.400637,3149,4809,8636,6126
31.400637,333,491,1350,625
31.400637,1099,3062,5644,7320
31.400637,405,488,2604,8055
31.400637,1045,5095,6163,2536
31.400637,143,165,384,160
31.400637,229,9564,922,8724
31.575306,1008,8700,3332,8333
31.575306,1002,9698,4152,6845
31.575306,266,9981,1191,285
31.575306,1868,5423,7389,6833
31.575306,518,8841,1681,687
31.575306,1720,4411,7056,2943
31.575306,708,6612,3608,4198
31.622776,809,6514,3843,3335
31.622776,691,8338,3022,3046
31.622776,1425,2785,5313,6675
31.622776,2803,6840,8007,4336
31.622776,2007,5958,6755,3011
31.622776,467,1479,1580,1480
31.622776,2167,3461,6114,7468
31.622776,2629,8456,8911,6875
31.622776,3307,7666,8950,4886
31.622776,2325,3283,9488,3531
31.622776,313,8509,1017,1988
31.622776,535,596,1850,907
31.622776,2867,4370,9311,6083
31.622776,1005,1703,4158,3794
31.764761,3488,9874,1653,6150
31.764761,2748,6346,6579,7354
31.764761,1872,6176,7433,8668
31.764761,860,7942,4488,4220
31.764761,172,387,675,9887
31.764761,1064,3733,5351,7966
31.780497,1293,2982,3823,2301
31.780497,701,1332,3151,8224
31.780497,1151,2808,5565,2037
31.780497,391,9961,1253,4151
31.780497,1019,2079,6370,2043
31.780497,361,449,1355,9606
31.780497,785,8083,3481,9409
31.780497,1905,4513,7360,4502
31.827662,224,7186,878,7508
31.827662,710,7413,2780,1063
31.827662,704,2514,1869,9543
31.827662,494,2124,1901,865
31.827662,334,1163,1421,9148
31.827662,336,6821,896,424
31.890438,676,1345,2575,9113
31.890438,2530,8302,7176,4011
31.890438,1786,3061,7002,3801
31.890438,408,5802,2288,2811
31.890438,216,6433,496,6444
31.890438,1120,6977,4291,2264
31.890438,1000,6352,4161,6584
31.890438,288,1108,1976,3227
31.890438,408,513,1740,587
31.890438,694,1002,3209,876
31.890438,432,9628,2162,2189
31.890438,1712,5270,6595,5931
31.906113,493,1592,2473,8887
31.906113,1301,1958,5843,9066
31.906113,253,7707,892,7806
31.906113,1567,6060,7773,6738
31.906113,3115,5635,8278,4612
31.95309,3080,6239,7904,6117
31.95309,1580,6478,7385,7777
31.95309,1108,9024,4822,6521
31.95309,680,7324,3299,9304
31.95309,930,8671,4960,3609
32,2465,4253,8341,6821
32,215,8809,889,8870
32.01562,768,2987,3103,7779
32.01562,2154,7264,8742,4851
32.01562,2702,5466,9382,5323
32.01562,396,9344,1568,9492
32.01562,984,5898,4732,7105
32.01562,2490,6183,9324,5220
32.01562,1000,7109,4572,7461
32.01562,1140,9474,4534,2416
32.01562,818,7244,5624,8832
32.01562,1704,2584,6237,4545
32.01562,1502,2061,8811,2185
32.01562,3588,7608,9824,5236
32.01562,2280,3890,9013,6899
32.01562,3446,5294,7453,7290
32.01562,1458,2627,8630,7378
32.01562,2648,7449,9406,4520
32.01562,224,1828,812,1831
32.01562,904,6994,4668,1872
32.01562,582,954,2252,4850
32.01562,846,1160,4878,1245
32.01562,212,524,807,343
32.06244,1153,2821,4939,2969
32.06244,611,1119,3198,1266
32.06244,1017,8374,4404,1144
32.06244,1005,7078,5188,7747
32.06244,377,5537,1296,5690
32.06244,691,6988,3431,9754
32.06244,317,3500,1916,3509
32.140316,2144,2718,7481,3126
32.140316,212,482,503,273
32.140316,794,934,3683,1632
32.140316,1554,9356,3563,4545
32.140316,2360,3958,7181,5427
32.140316,2134,4854,8000,6307
32.140316,518,4090,2805,1334
32.140316,114,924,472,248
32.202484,700,9253,3529,5410
32.202484,2028,7873,6362,4209
32.202484,2006,3228,9905,8812
32.202484,2860,4039,8434,6708
32.202484,696,1858,3056,8725
32.202484,350,2421,1140,661
32.202484,1278,4000,5478,9161
32.202484,872,3523,3877,3150
32.202484,3650,7719,9571,6224
32.24903,1831,3455,9456,5393
32.24903,357,2095,1458,8821
32.24903,795,4046,4413,1118
32.24903,3523,5464,7713,5550
32.24903,1723,7288,7722,3998
32.24903,2461,4478,8299,5973
32.24903,2403,6711,6810,5502
32.24903,779,3426,3976,1085
32.24903,261,8895,1322,8813
32.24903,377,1305,1569,1286
32.24903,2793,5742,8302,5777
32.24903,1049,1627,466,1612
32.24903,667,8446,2520,1941
32.280025,647,1206,2320,844
32.280025,1455,2629,7919,3896
32.280025,3277,6985,4210,5349
32.280025,465,695,1125,8051
32.280025,1815,8216,5689,3610
32.280025,1519,3636,5624,2368
32.280025,1563,2844,5342,2425
32.280025,1391,7447,6145,2436
32.280025,703,9441,2730,1019
32.280025,213,5697,623,401
32.31099,781,2208,2739,915
32.31099,685,9174,2420,3344
32.31099,255,3929,893,9869
32.31099,527,1147,2214,1211
32.31099,1345,1928,4168,7396
32.31099,501,743,1607,9039
32.38827,2480,3288,8747,4192
32.38827,1382,5485,6571,7954
32.38827,2298,7633,8429,4425
32.38827,248,8632,1055,1464
32.38827,1540,7984,7381,6488
32.38827,2520,5787,9422,4771
32.38827,2276,6894,7520,6274
32.38827,3494,6378,8824,5802
32.449963,854,7822,4999,8127
32.449963,1902,5095,9135,3643
32.449963,1362,2332,6423,6271
32.449963,578,1772,2715,1376
32.449963,630,1181,1013,913
32.449963,310,9310,1819,9068
32.449963,2184,7637,9494,7942
32.526913,111,127,405,154
32.526913,549,1892,2201,9619
32.55764,641,917,2246,1013
32.55764,1169,6314,4731,4459
32.55764,137,6244,426,5963
32.55764,467,758,1799,802
32.55764,2737,6025,9872,5922
32.55764,1429,3676,4490,9361
32.55764,465,623,1507,9683
32.55764,2149,4595,7779,5131
32.55764,2021,5457,8061,7172
32.55764,961,5360,4153,4831
32.55764,2439,3838,7286,3602
32.55764,1425,8862,2352,9732
32.572994,164,9930,819,4387
32.572994,646,7049,2560,7085
32.572994,1980,6590,7990,6780
32.572994,654,1191,2936,746
32.572994,3136,5302,9970,4629
32.649654,697,9316,2142,1274
32.649654,435,9301,1427,1565
32.649654,685,9548,1543,9727
32.649654,1977,8217,8499,7146
32.649654,215,255,1012,1019
32.649654,3197,8635,6567,7921
32.649654,2609,4552,6411,5900
32.695564,2852,5462,6913,7428
32.695564,236,9665,689,9588
32.695564,1598,3782,4570,4275
32.695564,1942,3072,6268,6775
32.695564,314,9056,964,340
32.695564,444,1700,1911,1699
32.695564,506,5563,1694,5495
32.695564,866,1393,3142,2742
32.695564,358,9636,1202,9635
32.75668,602,769,2030,1109
32.75668,678,837,1991,1134
32.75668,464,7363,1597,7368
32.75668,1516,3271,4945,2319
32.75668,340,579,738,7584
32.75668,2830,5605,8702,6697
32.75668,1848,2843,4071,2567
32.75668,1582,3158,5196,8802
32.75668,354,1169,1504,739
32.75668,146,7524,419,7527
32.75668,898,8439,2794,8438
32.75668,272,320,835,286
32.80244,573,1444,1998,1747
32.80244,753,902,3552,2934
32.80244,343,2766,1337,7388
32.80244,433,745,2512,852
32.80244,1031,7142,5395,4129
32.89377,1825,3132,6726,5295
32.89377,2153,3210,8980,5048
32.89377,587,9183,2880,9025
32.89377,1175,1538,6416,2954
32.984844,1391,5560,7482,9715
32.984844,919,9384,3474,9428
32.984844,167,921,623,336
32.984844,451,9082,1606,749
32.984844,1651,7417,8690,9553
32.984844,393,889,804,9877
32.984844,477,5232,1832,6424
33,1340,9027,8311,8530
33,1594,7159,6593,5737
33.01515,2441,4738,8909,7464
33.01515,3077,7427,4491,6312
33.01515,1417,2175,6475,9545
33.01515,1549,2434,7884,3217
33.01515,841,2032,2486,1019
33.01515,2493,3379,6080,3776
33.01515,1275,4017,5504,9186
33.01515,1395,2394,4713,2234
33.01515,2123,5813,7270,6253
33.01515,375,9103,911,429
33.01515,1589,5099,5953,3126
33.01515,913,8720,5622,9538
33.06055,1020,6628,5729,9434
33.06055,1794,5434,6451,4834
33.06055,574,1321,2610,9257
33.06055,2340,8669,9776,8024
33.06055,1586,6492,6877,7786
33.06055,692,9691,2349,9773
33.06055,374,5085,2022,1262
33.105892,523,1013,2632,9092
33.105892,1127,9655,4802,2259
33.105892,2263,2296,6884,6845
33.105892,2033,3084,9552,3077
33.105892,2407,3960,8837,3450
33.105892,2877,4169,8280,6328
33.105892,2895,4956,7496,4472
33.105892,2373,8184,9513,3696
33.105892,215,9930,923,838
33.12099,332,9529,969,410
33.12099,1982,5746,9207,5560
33.12099,314,4192,1069,4178
33.12099,354,447,1309,7557
33.13608,2465,5038,7559,2924
33.13608,965,2182,4612,8874
33.13608,793,1062,3981,9455
33.13608,153,9724,673,207
33.24154,928,1301,4624,1043
33.24154,608,7965,2332,7672
33.24154,1460,7179,7574,7320
33.24154,174,1963,547,226
33.24154,1922,3833,5888,8724
33.24154,798,2357,3984,1477
33.24154,512,9009,2670,9429
33.24154,344,6038,1485,6747
33.24154,284,463,1012,457
33.24154,304,857,1454,9093
33.24154,2342,7840,8386,4608
33.24154,382,7451,2027,571
33.24154,2276,4483,6760,4704
33.24154,1026,1935,6041,4753
33.24154,1204,9637,3493,5130
33.24154,1750,2665,6527,3662
33.24154,254,1594,1891,1237
33.24154,892,3068,3478,7094
33.24154,844,3102,3398,3779
33.24154,2390,5652,9588,6676
33.24154,2028,7763,5913,2605
33.24154,3050,6152,8434,6214
33.24154,780,1222,3129,5482
33.286633,1351,7163,3697,3238
33.286633,245,4852,970,4758
33.286633,2951,6408,6638,6220
33.286633,411,3644,1487,787
33.286633,1573,4239,6759,8384
33.286633,397,462,1339,8786
33.286633,1227,4920,3742,8022
33.286633,3705,5268,1087,6597
33.286633,785,9489,3606,9434
33.30165,708,8886,2001,9860
33.37664,173,316,707,9957
33.37664,703,3481,3323,3807
33.37664,2861,8399,9463,4404
33.37664,209,479,877,337
33.42155,292,483,931,3355
33.42155,2994,1533,5404,5231
33.42155,318,1451,1388,9836
33.42155,908,3036,6646,2638
33.526108,337,456,1078,480
33.54102,1606,3394,7520,7256
33.54102,696,9114,2826,9192
33.54102,1620,2052,4588,2571
33.54102,1404,8033,6828,8028
33.54102,522,2477,1841,929
33.54102,350,7367,1816,3423
33.54102,2826,7536,9412,7041
33.54102,548,9114,2105,8479
33.54102,666,5902,2578,9080
33.54102,568,5102,3323,4600
33.54102,1246,1697,4181,1665
33.54102,740,2204,3395,8730
33.54102,194,9868,956,307
33.54102,802,4220,2844,9808
33.54102,380,2693,1595,9900
33.600594,678,1053,2635,6974
33.600594,2688,8179,9427,4914
33.61547,381,8324,1897,8338
33.61547,437,6420,1751,1268
33.61547,2079,2894,6910,2835
33.61547,367,6829,1375,3458
33.61547,3167,7223,6157,7136
33.61547,2535,5044,7334,5834
33.61547,841,6019,2246,1225
33.61547,233,8892,905,297
33.61547,2359,7941,8612,4592
33.734257,1717,8480,8980,2152
33.734257,721,9237,4299,896
33.734257,673,1009,2664,6308
33.734257,3179,343,1408,4138
33.734257,227,338,967,1081
33.734257,1767,6513,6223,5730
33.734257,269,8956,713,288
33.83785,880,7324,3590,1347
33.83785,2536,3269,2208,5056
33.83785,760,6466,4150,7743
33.83785,440,8268,1784,8303
33.83785,2590,346,1227,8703
33.83785,622,1722,2554,9645
33.83785,456,5385,1466,525
33.83785,2832,9057,7946,3881
33.83785,510,9738,2215,3196
33.83785,2074,4009,7184,7862
33.955853,338,368,1254,3722
33.955853,458,9397,1783,8025
33.955853,682,2466,3006,1503
33.955853,308,9900,1509,1148
33.955853,330,6337,1662,6413
33.970577,2101,8841,9566,3899
33.970577,253,8379,1424,1648
33.970577,701,3858,3435,947
33.970577,999,3501,5238,7565
33.970577,869,9428,3637,1386
34,1151,1399,5039,4572
34,405,8460,1963,9894
34,1393,2175,5672,5401
34,1049,9153,3235,8701
34,679,820,1931,8126
34.0147,510,2168,3134,1281
34.0147,720,942,2654,1118
34.0147,1650,5457,8845,5392
34.0147,454,1772,1961,9703
34.0147,1138,8750,2527,9197
34.0147,818,8784,2914,8300
34.0147,1212,2804,5874,5579
34.0147,550,9715,2066,9539
34.0147,948,8501,6342,2913
34.0147,658,9478,2979,1488
34.0147,1802,5963,9931,3128
34.058773,1951,7053,5520,5867
34.058773,553,1368,2108,696
34.058773,199,1430,918,554
34.058773,1827,9176,9272,2387
34.058773,365,514,1603,544
34.058773,605,747,2505,9348
34.058773,1319,2089,3105,2111
34.058773,131,8431,507,9847
34.058773,305,716,1135,9559
34.058773,675,7344,3055,1216
34.132095,882,8744,3695,1293
34.132095,2852,9071,9507,4220
34.132095,472,3029,2760,9825
34.132095,2794,4693,7986,5644
34.132095,2316,3759,9357,7956
34.132095,616,1433,2054,1416
34.176014,2273,4625,8510,3953
34.176014,439,731,1546,9558
34.176014,845,7360,4079,1578
34.176014,251,6841,986,6684
34.176014,253,423,889,1721
34.20526,353,7712,1352,996
34.20526,1583,4875,5887,8672
34.20526,1833,4358,8956,4142
34.20526,2167,7523,9342,3688
34.20526,1187,2625,3624,1847
34.20526,261,8913,1137,8766
34.234486,1691,5719,7958,5069
34.234486,2593,6749,8808,5901
34.36568,2078,8202,6836,6476
34.36568,298,5509,768,5472
34.36568,2034,3656,6997,6385
34.36568,870,1913,4179,9164
34.4093,2657,8307,8824,3420
34.43835,425,3303,2720,514
34.43835,799,9470,2242,9246
34.43835,861,1350,5137,2934
34.43835,499,9741,2115,708
34.48188,1668,4228,5329,2302
34.48188,534,777,1616,9316
34.48188,886,2518,2724,2377
34.48188,384,3184,1666,9208
34.48188,3072,3788,9603,6140
34.48188,398,9132,1944,9393
34.48188,512,660,913,9709
34.48188,988,2577,3902,2458
34.48188,490,854,2008,6995
34.525352,2859,7304,8433,7246
34.525352,623,2714,3274,1892
34.525352,1177,3945,5608,3829
34.525352,2195,6573,6545,6380
34.525352,453,805,1897,8449
34.539833,1714,3611,7494,3555
34.539833,724,1116,1580,1121
34.539833,1878,9506,5095,3894
34.539833,1134,5266,4979,5243
34.539833,1592,8931,5008,9028
34.655445,338,4950,957,9896
34.655445,998,9214,4199,9251
34.655445,424,9913,2169,698
34.669872,603,852,2708,1678
34.669872,927,5158,3501,1302
34.669872,319,567,1097,9520
34.669872,1259,6615,5643,5910
34.669872,1541,7968,8233,6824
34.669872,2909,528,852,4270
34.669872,459,9544,1587,9521
34.713108,1594,2396,5714,7902
34.713108,300,2794,988,2825
34.713108,2856,5351,8550,5838
34.713108,2460,3364,8236,6696
34.713108,1402,8401,6295,8356
34.713108,830,1095,2295,1144
34.713108,460,8697,2382,603
34.713108,150,1032,691,1014
34.713108,704,2221,3305,1109
34.713108,502,722,1635,663
34.785053,389,3667,1508,1079
34.785053,1421,3037,5654,2107
34.785053,299,361,1137,8361
34.785053,425,1339,2086,4153
34.785053,2557,7994,8633,4317
34.828148,390,5465,2143,4488
34.828148,1048,5104,4466,2594
34.828148,372,2504,1322,517
34.828148,378,447,1448,693
34.88553,774,7946,4867,6943
34.88553,532,3056,2701,2358
34.88553,218,9957,850,516
34.88553,292,8788,1011,398
34.88553,1720,7306,8459,5778
34.88553,2110,8077,4219,9033
34.88553,1332,5667,5351,5158
34.928497,773,5578,3809,5321
34.928497,783,9135,3009,5375
34.928497,1933,4572,8684,4095
34.928497,915,3553,4375,1248
34.928497,2145,5682,7674,5027
34.928497,643,8460,3110,894
34.928497,2901,6486,9589,6685
34.928497,515,732,2663,9128
34.98571,1259,6902,6104,2818
34.98571,345,428,1459,8460
34.98571,111,209,442,4637
35,224,3387,741,3378
35,2964,6896,9644,7129
35,3202,8067,8282,7016
35,470,1970,1564,1776
35,946,1133,3930,1168
35,408,9739,1635,1564
35,762,8947,3407,9099
35,1836,3632,4632,2585
35,560,6371,2501,1234
35,1034,2067,4114,1715
35,310,9533,1280,9598
35,854,1595,3833,3644
35,626,9498,3548,957
35.014282,987,5931,3934,6061
35.014282,2463,4616,9672,7577
35.014282,1505,2458,6631,2273
35.014282,2085,4686,8059,6046
35.057095,2006,7589,5924,7692
35.057095,1406,6534,5359,5023
35.057095,756,1236,2492,1106
35.057095,2572,4393,6652,8064
35.1141,332,9907,950,487
35.1141,700,5879,3337,838
35.1141,172,6047,543,4056
35.1141,2440,3221,4218,3395
35.1141,2136,7616,8650,3166
35.128338,417,512,1573,5091
35.128338,723,1775,1784,8972
35.17101,160,7082,581,9420
35.17101,694,1445,3256,1322
35.17101,1358,8629,3465,8570
35.17101,916,4536,4598,2684
35.22783,316,8971,1120,8920
35.22783,2450,3708,6399,4344
35.22783,852,3777,2425,990
35.22783,1038,4090,3345,2689
35.22783,502,9920,1684,606
35.22783,1658,2851,5058,3070
35.22783,702,6247,3468,5734
35.22783,1826,4518,7285,7830
35.22783,2054,9104,8975,3133
35.22783,320,517,1079,1263
35.22783,1686,7923,7343,3089
35.341194,722,5261,2823,1065
35.341194,426,1628,2890,1398
35.341194,918,2080,3432,2209
35.341194,1008,3831,4558,3977
35.35534,2593,5797,7782,4835
35.35534,779,1131,3950,1369
35.35534,1081,1453,4552,9550
35.35534,1467,3122,9429,8214
35.35534,1431,7282,6402,8193
35.35534,2103,5821,6751,5718
35.35534,2543,7606,9707,7237
35.35534,871,4484,3457,6375
35.35534,575,1413,1904,1504
35.35534,221,8314,864,1739
35.383614,551,963,2296,817
35.383614,143,7808,484,150
35.383614,2653,6007,9795,8967
35.383614,573,8814,1688,648
35.383614,2123,5558,7253,5929
35.383614,223,1052,747,1054
35.44009,523,9220,1701,644
35.44009,3309,6135,1561,4216
35.44009,219,9878,1260,1232
35.44009,1497,7887,8222,5371
35.44009,2843,4085,5175,3848
35.468296,217,1185,1133,816
35.468296,741,1379,3404,8999
35.468296,261,7782,920,7580
35.468296,2309,4466,7977,3322
35.468296,1089,4531,5510,9106
35.468296,463,2249,1310,2285
35.468296,545,9833,2060,607
35.468296,161,6425,617,161
35.468296,199,281,594,311
35.468296,297,580,1145,5795
35.468296,473,9833,1793,1793
35.510563,1202,6358,5512,6435
35.510563,128,9659,576,9857
35.510563,374,646,1625,2891
35.510563,546,2370,3290,2769
35.510563,258,303,550,391
35.510563,1548,9536,6605,4085
35.510563,574,1591,1686,9251
35.510563,1216,1734,5455,2176
35.510563,1144,4264,6061,1496
35.510563,2488,4609,8893,5177
35.510563,1886,3627,6875,3611
35.608986,1263,3433,4719,6482
35.608986,587,9560,2154,8421
35.608986,901,9146,4246,1902
35.608986,281,2101,1235,2829
35.608986,565,795,1394,998
35.608986,315,580,1108,9771
35.608986,225,1265,1011,1204
35.608986,1565,3117,7499,2030
35.69314,929,4746,4189,4622
35.69314,561,9685,2907,779
35.69314,1087,9418,2267,1875
35.69314,473,564,2284,8159
35.735138,550,9823,1739,924
35.735138,1000,9339,4148,5931
35.735138,1532,2933,4995,3419
35.735138,3092,4025,9996,4407
35.77709,161,1550,594,1470
35.77709,1835,4459,8137,8423
35.77709,1169,3837,5854,7441
35.77709,1299,8903,5047,2014
35.77709,461,798,1761,991
35.77709,2123,7201,7972,5540
35.77709,2021,3039,6912,8265
35.77709,3471,1543,3348,5339
35.77709,173,9416,661,459
35.805027,229,360,886,290
35.805027,1503,7111,6264,2984
35.805027,707,9274,3366,2899
35.846897,418,464,1241,435
35.846897,846,2650,4930,4827
35.846897,2308,3327,9047,8789
35.846897,2140,7359,9569,7887
35.846897,1518,1811,5785,7149
35.846897,112,8202,263,140
35.846897,640,1631,2352,8466
35.846897,790,7663,4519,1206
35.846897,3186,6527,8057,6982
35.846897,858,1338,3172,1475
35.846897,2410,7104,8250,2932
