pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit,,,,,,,,,,,,,
140.00714,2443,3527,5042,8510,,,,,,,,,,,,,
140.00714,1401,8935,2391,2705,,,,,,,,,,,,,
140.00714,1655,6524,3080,2319,,,,,,,,,,,,,
140.00714,1527,4479,5100,4634,,,,,,,,,,,,,
140.00714,3283,9127,7662,5117,,,,,,,,,,,,,
140.00714,1931,8513,4308,2536,,,,,,,,,,,,,
140.00714,3857,8453,9559,6328,,,,,,,,,,,,,
140.00714,2343,8758,4238,3773,,,,,,,,,,,,,
140.00714,2661,8191,7015,6567,,,,,,,,,,,,,
140.00714,1395,9063,2943,2320,,,,,,,,,,,,,
140.00714,2779,8013,5988,4271,,,,,,,,,,,,,
140.00714,1467,2287,2805,1928,,,,,,,,,,,,,
140.00714,1829,9407,6293,9090,,,,,,,,,,,,,
140.00714,839,2105,1598,979,,,,,,,,,,,,,
140.00714,2743,6436,7436,7085,,,,,,,,,,,,,
140.00714,2549,7346,8658,8493,,,,,,,,,,,,,
140.00714,1139,9053,2363,9532,,,,,,,,,,,,,
140.00714,2085,2785,5787,7583,,,,,,,,,,,,,
140.00714,1345,9445,2176,9469,,,,,,,,,,,,,
140.00714,1777,9520,2887,2413,,,,,,,,,,,,,
140.00714,2789,4352,9591,5192,,,,,,,,,,,,,
140.00714,2033,6055,4015,6501,,,,,,,,,,,,,
140.00714,3553,5840,9100,6475,,,,,,,,,,,,,
140.00714,1789,7955,3906,3904,,,,,,,,,,,,,
140.00714,1681,3864,4492,2617,,,,,,,,,,,,,
140.00714,1169,1354,1611,1306,,,,,,,,,,,,,
140.00714,2689,6695,7716,6389,,,,,,,,,,,,,
140.00714,1705,6264,9067,7838,,,,,,,,,,,,,
140.00714,2929,8196,7208,6311,,,,,,,,,,,,,
140.00714,1963,2567,3757,5090,,,,,,,,,,,,,
140.00714,1223,1449,2051,1642,,,,,,,,,,,,,
140.00714,1857,7497,3145,2318,,,,,,,,,,,,,
140.00714,1539,1781,4784,3465,,,,,,,,,,,,,
140.00714,2467,3328,4943,4606,,,,,,,,,,,,,
140.00714,2957,8498,5230,3757,,,,,,,,,,,,,
140.00714,2653,4538,5386,8380,,,,,,,,,,,,,
140.00714,2161,3023,4186,3680,,,,,,,,,,,,,
140.00714,1701,2588,3558,8134,,,,,,,,,,,,,
140.00714,1259,4809,6598,2018,,,,,,,,,,,,,
140.00714,3379,8897,9542,8683,,,,,,,,,,,,,
140.00714,1573,1789,3845,8880,,,,,,,,,,,,,
140.00714,2405,7506,5282,5291,,,,,,,,,,,,,
140.00714,3585,4900,8330,7682,,,,,,,,,,,,,
140.00714,1805,9335,3252,3392,,,,,,,,,,,,,
140.00714,2315,7075,7016,3254,,,,,,,,,,,,,
140.00714,2761,8647,6954,8468,,,,,,,,,,,,,
140.00714,1789,2374,3672,3093,,,,,,,,,,,,,
140.00714,4377,7540,8801,7942,,,,,,,,,,,,,
140.00714,1995,9324,6339,9434,,,,,,,,,,,,,
140.00714,1595,3738,2643,7996,,,,,,,,,,,,,
140.00714,3247,6950,9238,7413,,,,,,,,,,,,,
140.00714,3559,5944,9534,7288,,,,,,,,,,,,,
140.00714,917,2362,1620,2732,,,,,,,,,,,,,
140.00714,3163,7718,6048,5421,,,,,,,,,,,,,
140.00714,2101,5341,4855,2864,,,,,,,,,,,,,
140.00714,1969,5850,4171,9323,,,,,,,,,,,,,
140.00714,3289,7196,9234,6080,,,,,,,,,,,,,
140.00714,3067,8378,6249,5163,,,,,,,,,,,,,
140.00714,2893,5650,9137,3515,,,,,,,,,,,,,
140.00714,3031,4542,5466,4451,,,,,,,,,,,,,
140.00714,2147,2912,6023,8860,,,,,,,,,,,,,
140.00714,1835,8359,8683,8787,,,,,,,,,,,,,
140.00714,1977,5239,3829,6631,,,,,,,,,,,,,
140.00714,1067,3184,2324,3188,,,,,,,,,,,,,
140.00714,4293,6299,9208,7395,,,,,,,,,,,,,
140.00714,2803,8943,7214,8816,,,,,,,,,,,,,
140.00714,2561,3860,5395,8307,,,,,,,,,,,,,
140.00714,2941,8672,5949,4138,,,,,,,,,,,,,
140.00714,1621,4990,8457,2701,,,,,,,,,,,,,
140.00714,2201,6587,4322,9301,,,,,,,,,,,,,
140.00714,2369,9299,3726,8985,,,,,,,,,,,,,
140.00714,2975,9074,5589,8648,,,,,,,,,,,,,
140.00714,2703,3607,4869,6227,,,,,,,,,,,,,
140.00714,2129,8785,3993,9339,,,,,,,,,,,,,
140.00714,2165,9092,5434,2820,,,,,,,,,,,,,
140.00714,1607,5080,3086,2330,,,,,,,,,,,,,
140.00714,4281,7896,9790,5862,,,,,,,,,,,,,
140.00714,1569,8672,2783,2372,,,,,,,,,,,,,
140.00714,1111,2325,2404,8074,,,,,,,,,,,,,
140.00714,1549,9510,2855,2339,,,,,,,,,,,,,
140.00714,2903,4152,7526,3623,,,,,,,,,,,,,
140.00714,3963,6962,9418,7838,,,,,,,,,,,,,
140.00714,3403,7279,9230,5819,,,,,,,,,,,,,
140.00714,1887,2236,4078,9259,,,,,,,,,,,,,
140.00714,1833,6090,3115,9335,,,,,,,,,,,,,
140.00714,2545,9127,4678,3341,,,,,,,,,,,,,
140.00714,2435,6407,4406,5950,,,,,,,,,,,,,
140.00714,2519,4775,5871,3302,,,,,,,,,,,,,
140.00714,2379,7777,4899,3064,,,,,,,,,,,,,
140.00714,3161,6227,8072,5863,,,,,,,,,,,,,
140.00714,1249,1367,1894,6351,,,,,,,,,,,,,
140.00714,1191,8279,2568,2409,,,,,,,,,,,,,
140.00714,2023,6641,5724,5453,,,,,,,,,,,,,
140.00714,881,9508,1721,8500,,,,,,,,,,,,,
140.00714,3133,7942,8624,5244,,,,,,,,,,,,,
140.00714,2485,6567,4816,3234,,,,,,,,,,,,,
140.00714,1801,2148,3092,9486,,,,,,,,,,,,,
140.00714,3117,7080,9376,4297,,,,,,,,,,,,,
140.00714,3811,5585,9031,8246,,,,,,,,,,,,,
140.00714,3663,8826,9377,5948,,,,,,,,,,,,,
140.00714,2129,2458,6098,5182,,,,,,,,,,,,,
140.00714,1787,8889,4241,8878,,,,,,,,,,,,,
140.00714,2835,8905,6009,7326,,,,,,,,,,,,,
140.00714,3337,8866,6220,4759,,,,,,,,,,,,,
140.00714,1409,9042,9354,5489,,,,,,,,,,,,,
140.00714,2691,4410,5459,4471,,,,,,,,,,,,,
140.00714,3345,7133,9165,7086,,,,,,,,,,,,,
140.00714,3115,6702,5966,4132,,,,,,,,,,,,,
140.00714,1523,9417,4091,7406,,,,,,,,,,,,,
140.00714,2953,8851,5325,8980,,,,,,,,,,,,,
140.00714,2059,3646,4886,4706,,,,,,,,,,,,,
140.00714,4333,7018,9429,7371,,,,,,,,,,,,,
140.00714,1707,9371,3617,9573,,,,,,,,,,,,,
140.00714,2907,5235,6471,4056,,,,,,,,,,,,,
140.00714,4327,6638,9779,7910,,,,,,,,,,,,,
140.00714,3093,6004,6113,8608,,,,,,,,,,,,,
140.00714,1141,9718,2856,9866,,,,,,,,,,,,,
140.00714,1365,8292,3517,1936,,,,,,,,,,,,,
140.00714,2239,3147,5168,3156,,,,,,,,,,,,,
140.00714,1963,3260,8844,4386,,,,,,,,,,,,,
140.00714,1297,1584,2078,9686,,,,,,,,,,,,,
140.00714,1997,2757,3990,9258,,,,,,,,,,,,,
140.00714,2119,5952,6182,5665,,,,,,,,,,,,,
140.00714,1281,2724,2518,1493,,,,,,,,,,,,,
140.00714,2741,6641,5622,6026,,,,,,,,,,,,,
140.00714,1863,5820,3708,5838,,,,,,,,,,,,,
140.00714,2821,3637,5912,3878,,,,,,,,,,,,,
140.00714,3133,4684,6892,7698,,,,,,,,,,,,,
140.00714,1923,8117,4493,8495,,,,,,,,,,,,,
140.00714,3343,7546,7912,3987,,,,,,,,,,,,,
140.00714,1609,8946,4305,2037,,,,,,,,,,,,,
140.00714,3043,4722,8415,8442,,,,,,,,,,,,,
140.00714,3659,7142,8149,7840,,,,,,,,,,,,,
140.00714,3645,7381,9099,7265,,,,,,,,,,,,,
140.00714,2787,4141,6153,4979,,,,,,,,,,,,,
140.00714,3113,7639,6861,8208,,,,,,,,,,,,,
140.00714,3567,7162,9347,6576,,,,,,,,,,,,,
140.00714,1551,9619,3424,3777,,,,,,,,,,,,,
140.00714,2121,6728,7034,4527,,,,,,,,,,,,,
140.00714,2415,3453,4512,4708,,,,,,,,,,,,,
140.00714,2439,4764,6458,5957,,,,,,,,,,,,,
140.00714,1603,9132,3530,2719,,,,,,,,,,,,,
140.00714,1155,3948,6694,5449,,,,,,,,,,,,,
140.00714,2161,3199,4679,8784,,,,,,,,,,,,,
140.00714,2371,4512,5794,8787,,,,,,,,,,,,,
140.00714,2951,4907,7706,3591,,,,,,,,,,,,,
140.00714,2281,6126,5576,6221,,,,,,,,,,,,,
140.00714,2203,5717,5612,9481,,,,,,,,,,,,,
140.00714,3199,8856,7180,5392,,,,,,,,,,,,,
140.00714,875,9065,4976,3502,,,,,,,,,,,,,
140.00714,2695,6834,5789,7024,,,,,,,,,,,,,
140.00714,1689,9238,3362,2482,,,,,,,,,,,,,
140.00714,2549,8575,7938,4059,,,,,,,,,,,,,
140.00714,2827,6229,7577,5971,,,,,,,,,,,,,
140.00714,1799,3729,5328,7531,,,,,,,,,,,,,
140.00714,3345,8206,7933,6121,,,,,,,,,,,,,
140.00714,3095,4434,7771,6780,,,,,,,,,,,,,
140.00714,2443,9301,4597,3543,,,,,,,,,,,,,
140.00714,2563,6733,5831,5281,,,,,,,,,,,,,
140.00714,2001,8305,4051,8365,,,,,,,,,,,,,
140.00714,1541,9172,8641,3318,,,,,,,,,,,,,
140.00714,2311,3507,5433,7514,,,,,,,,,,,,,
140.00714,1369,4015,2818,1576,,,,,,,,,,,,,
140.00714,3739,8285,8803,7235,,,,,,,,,,,,,
140.00714,3639,4999,9876,6699,,,,,,,,,,,,,
140.00714,1717,2801,3687,2814,,,,,,,,,,,,,
140.00714,2555,3780,5068,9066,,,,,,,,,,,,,
140.00714,2735,8198,6595,8164,,,,,,,,,,,,,
140.00714,1631,2229,2937,6585,,,,,,,,,,,,,
140.00714,2841,8546,5897,3535,,,,,,,,,,,,,
140.00714,2025,8460,4359,8228,,,,,,,,,,,,,
140.00714,2179,9286,5453,9402,,,,,,,,,,,,,
140.00714,1811,5303,5251,5381,,,,,,,,,,,,,
140.00714,2341,8231,7755,6363,,,,,,,,,,,,,
140.00714,1275,9360,2416,1489,,,,,,,,,,,,,
140.00714,1721,9184,3408,9503,,,,,,,,,,,,,
140.00714,3163,7308,9365,7569,,,,,,,,,,,,,
140.00714,2437,7913,5200,8431,,,,,,,,,,,,,
140.00714,3941,8732,9856,6842,,,,,,,,,,,,,
140.00714,2667,3721,8617,4390,,,,,,,,,,,,,
140.00714,1931,8144,4181,8905,,,,,,,,,,,,,
140.00714,2023,5477,2844,2388,,,,,,,,,,,,,
140.00714,3483,5936,8505,5961,,,,,,,,,,,,,
140.00714,2381,5669,7068,8606,,,,,,,,,,,,,
140.00714,1153,9564,2590,9622,,,,,,,,,,,,,
140.00714,1527,8822,3084,2012,,,,,,,,,,,,,
140.00714,2391,8297,5298,3948,,,,,,,,,,,,,
140.00714,3231,8877,7981,6448,,,,,,,,,,,,,
140.00714,1789,5155,7788,4993,,,,,,,,,,,,,
140.00714,3109,6601,6787,4715,,,,,,,,,,,,,
140.00714,3733,6489,8620,5326,,,,,,,,,,,,,
140.00714,1723,9628,3735,8645,,,,,,,,,,,,,
140.00714,1911,4912,5493,3206,,,,,,,,,,,,,
140.00714,1495,1927,8717,7551,,,,,,,,,,,,,
140.00714,2093,4996,7049,5013,,,,,,,,,,,,,
140.00714,1773,3408,3605,3841,,,,,,,,,,,,,
140.00714,1905,6634,7562,5691,,,,,,,,,,,,,
140.00714,2385,3292,5832,3720,,,,,,,,,,,,,
140.00714,1811,8457,3117,9425,,,,,,,,,,,,,
140.00714,2027,3909,4596,8626,,,,,,,,,,,,,
140.00714,2111,2453,5456,3952,,,,,,,,,,,,,
140.00714,1871,2278,4749,3748,,,,,,,,,,,,,
140.00714,1375,1652,2173,1641,,,,,,,,,,,,,
140.00714,1531,2361,7453,3391,,,,,,,,,,,,,
140.00714,1455,1795,2593,1827,,,,,,,,,,,,,
140.00714,3239,7739,7983,5363,,,,,,,,,,,,,
140.00714,3489,7480,8272,6310,,,,,,,,,,,,,
140.00714,2999,7481,6704,4196,,,,,,,,,,,,,
140.00714,1517,9028,3511,9694,,,,,,,,,,,,,
140.00714,3351,8310,8656,6091,,,,,,,,,,,,,
140.00714,2511,4234,5386,4853,,,,,,,,,,,,,
140.00714,2839,4198,7101,6278,,,,,,,,,,,,,
140.00714,2625,6433,7892,6204,,,,,,,,,,,,,
140.00714,3175,7757,9288,7080,,,,,,,,,,,,,
140.00714,2747,5540,7297,5061,,,,,,,,,,,,,
140.00714,2227,9010,4903,8311,,,,,,,,,,,,,
140.00714,3885,7093,9369,7427,,,,,,,,,,,,,
140.00714,1977,2819,3796,9126,,,,,,,,,,,,,
140.00714,3217,8516,9405,6310,,,,,,,,,,,,,
140.00714,4063,5903,9359,6757,,,,,,,,,,,,,
140.00714,3359,7266,9066,5423,,,,,,,,,,,,,
140.00714,2109,6926,5631,7520,,,,,,,,,,,,,
140.00714,2585,6245,6039,6101,,,,,,,,,,,,,
140.00714,1597,3240,4731,3258,,,,,,,,,,,,,
140.00714,2133,4837,3807,2763,,,,,,,,,,,,,
140.00714,1087,5850,1740,4946,,,,,,,,,,,,,
140.00714,1097,1304,1723,1365,,,,,,,,,,,,,
140.00714,2761,4940,7798,6953,,,,,,,,,,,,,
140.00714,2699,5580,8035,6750,,,,,,,,,,,,,
140.00714,2681,6301,4968,4036,,,,,,,,,,,,,
140.00714,3669,9020,9479,7488,,,,,,,,,,,,,
140.00714,1449,3955,4108,4020,,,,,,,,,,,,,
140.00714,1839,4867,3068,2251,,,,,,,,,,,,,
140.00714,2475,7745,6571,7240,,,,,,,,,,,,,
140.00714,2077,5127,5185,6638,,,,,,,,,,,,,
140.00714,3919,5189,7451,6310,,,,,,,,,,,,,
140.00714,3611,8161,7111,5416,,,,,,,,,,,,,
140.00714,2755,4261,7009,6863,,,,,,,,,,,,,
140.00714,1997,2968,4774,3430,,,,,,,,,,,,,
140.00714,1825,2601,3173,2712,,,,,,,,,,,,,
140.00714,2127,5246,3659,2863,,,,,,,,,,,,,
140.00714,4049,7410,9857,6479,,,,,,,,,,,,,
140.00714,3659,4989,7958,5586,,,,,,,,,,,,,
140.00714,2619,5429,6205,7525,,,,,,,,,,,,,
140.00714,1591,9694,4063,3814,,,,,,,,,,,,,
140.00714,1487,6075,2501,5602,,,,,,,,,,,,,
140.00714,1243,9826,3051,1499,,,,,,,,,,,,,
140.00714,3453,5250,8273,6299,,,,,,,,,,,,,
140.00714,3555,8467,9538,7473,,,,,,,,,,,,,
140.00714,1745,2331,3271,9600,,,,,,,,,,,,,
140.00714,2721,5199,5904,8066,,,,,,,,,,,,,
140.00714,2239,9299,5692,5059,,,,,,,,,,,,,
140.00714,2555,6017,8115,3485,,,,,,,,,,,,,
140.00714,2371,4942,6294,4422,,,,,,,,,,,,,
140.00714,2203,2426,4504,2908,,,,,,,,,,,,,
140.00714,3497,5873,9596,6648,,,,,,,,,,,,,
140.00714,2579,8400,5732,8406,,,,,,,,,,,,,
140.00714,1771,9523,3062,9359,,,,,,,,,,,,,
140.00714,1499,7259,3531,8399,,,,,,,,,,,,,
140.00714,4093,6863,8947,6083,,,,,,,,,,,,,
140.00714,2275,5364,4372,3336,,,,,,,,,,,,,
140.00714,1637,3025,3499,2736,,,,,,,,,,,,,
140.00714,3507,6126,9001,6374,,,,,,,,,,,,,
140.00714,2675,3761,4843,3249,,,,,,,,,,,,,
140.00714,2479,7901,7748,5961,,,,,,,,,,,,,
140.00714,3297,4338,8481,7296,,,,,,,,,,,,,
140.00714,2159,4737,8023,4634,,,,,,,,,,,,,
140.00714,2539,3094,5907,4974,,,,,,,,,,,,,
140.00714,2889,4789,8324,6750,,,,,,,,,,,,,
140.00714,3257,6487,8572,5908,,,,,,,,,,,,,
140.00714,2217,3280,4677,4012,,,,,,,,,,,,,
140.00714,839,967,1899,2146,,,,,,,,,,,,,
140.00714,1543,4183,7419,4878,,,,,,,,,,,,,
140.00714,1567,2357,3156,9229,,,,,,,,,,,,,
140.00714,2647,8907,6687,9340,,,,,,,,,,,,,
140.00714,3309,7257,8865,7851,,,,,,,,,,,,,
140.00714,3367,7236,8864,5664,,,,,,,,,,,,,
140.00714,2777,5150,6584,4532,,,,,,,,,,,,,
140.00714,2039,7573,5260,2681,,,,,,,,,,,,,
140.00714,2087,2678,6896,7473,,,,,,,,,,,,,
140.00714,2461,4520,7355,3475,,,,,,,,,,,,,
140.00714,1791,2467,3888,7547,,,,,,,,,,,,,
140.00714,3649,5786,8187,7830,,,,,,,,,,,,,
140.00714,1471,9659,3065,4882,,,,,,,,,,,,,
140.00714,1289,6061,8538,3491,,,,,,,,,,,,,
140.00714,2711,5853,6897,6620,,,,,,,,,,,,,
140.00714,2801,7740,5909,3576,,,,,,,,,,,,,
140.00714,3061,5909,6016,5777,,,,,,,,,,,,,
140.00714,1271,9856,1967,1588,,,,,,,,,,,,,
140.00714,3271,7931,6363,5309,,,,,,,,,,,,,
140.00714,2049,9306,3497,2562,,,,,,,,,,,,,
140.00714,1371,2199,3114,3198,,,,,,,,,,,,,
140.00714,3263,7412,8822,8047,,,,,,,,,,,,,
140.00714,1661,7726,3038,7697,,,,,,,,,,,,,
140.00714,2465,4159,5553,3255,,,,,,,,,,,,,
140.00714,2535,4573,8758,7991,,,,,,,,,,,,,
140.00714,1779,9309,3046,3106,,,,,,,,,,,,,
140.00714,2711,8806,6489,8215,,,,,,,,,,,,,
140.00714,1889,4833,3389,2424,,,,,,,,,,,,,
140.00714,2279,9024,4880,8923,,,,,,,,,,,,,
140.00714,2797,6322,8688,5950,,,,,,,,,,,,,
140.00714,3057,5137,6864,4208,,,,,,,,,,,,,
140.00714,2921,9043,7610,6406,,,,,,,,,,,,,
140.00714,2703,8203,5680,8622,,,,,,,,,,,,,
140.00714,2885,8397,5423,8644,,,,,,,,,,,,,
140.00714,2191,3382,4544,5597,,,,,,,,,,,,,
140.00714,4357,6102,9660,7122,,,,,,,,,,,,,
140.00714,3227,6440,8099,6095,,,,,,,,,,,,,
140.00714,1355,6522,3331,6378,,,,,,,,,,,,,
140.00714,1449,8915,2917,8044,,,,,,,,,,,,,
140.00714,1305,8374,2935,2006,,,,,,,,,,,,,
140.00714,2443,3671,4940,3997,,,,,,,,,,,,,
140.00714,2407,8176,5669,3728,,,,,,,,,,,,,
140.00714,1541,5773,3364,5825,,,,,,,,,,,,,
140.00714,2735,6503,5431,5786,,,,,,,,,,,,,
140.00714,3189,4651,9338,5247,,,,,,,,,,,,,
140.00714,3323,7968,7154,8995,,,,,,,,,,,,,
140.00714,1079,1653,1791,1399,,,,,,,,,,,,,
140.00714,2925,7792,7013,4398,,,,,,,,,,,,,
140.00714,3581,7869,9411,7783,,,,,,,,,,,,,
140.00714,2451,9314,4462,9228,,,,,,,,,,,,,
140.00714,3093,5260,8267,4495,,,,,,,,,,,,,
140.00714,2545,8403,5283,8370,,,,,,,,,,,,,
140.00714,1681,2784,3254,2239,,,,,,,,,,,,,
140.00714,1443,9702,3996,3247,,,,,,,,,,,,,
140.00714,3555,7987,9381,7683,,,,,,,,,,,,,
140.00714,3705,6716,8213,7519,,,,,,,,,,,,,
140.00714,2497,5394,6191,3432,,,,,,,,,,,,,
140.00714,2567,6013,6458,3802,,,,,,,,,,,,,
140.00714,2823,4103,6201,8424,,,,,,,,,,,,,
140.00714,2151,3073,3987,3203,,,,,,,,,,,,,
140.00714,1891,2629,3978,3801,,,,,,,,,,,,,
140.00714,2795,6994,7251,5959,,,,,,,,,,,,,
140.00714,4011,5205,9776,7510,,,,,,,,,,,,,
140.00714,2437,8281,5908,7200,,,,,,,,,,,,,
140.00714,1995,2657,3628,2557,,,,,,,,,,,,,
140.00714,3123,3975,6064,4097,,,,,,,,,,,,,
140.00714,859,9882,1367,1025,,,,,,,,,,,,,
140.00714,2077,4375,4408,9032,,,,,,,,,,,,,
140.00714,2927,8144,7762,7992,,,,,,,,,,,,,
140.00714,1523,8822,3249,2643,,,,,,,,,,,,,
140.00714,2201,7963,5013,7780,,,,,,,,,,,,,
140.00714,2905,3063,8307,8912,,,,,,,,,,,,,
140.00714,3685,5849,9516,6209,,,,,,,,,,,,,
140.00714,2005,7464,3688,9250,,,,,,,,,,,,,
140.00714,1431,1985,2354,1589,,,,,,,,,,,,,
140.00714,1787,2382,3844,2560,,,,,,,,,,,,,
140.00714,3713,8199,9380,8810,,,,,,,,,,,,,
140.00714,2771,3683,8976,3658,,,,,,,,,,,,,
140.00714,3063,5485,6725,9202,,,,,,,,,,,,,
140.00714,2245,4290,4681,4573,,,,,,,,,,,,,
140.00714,1785,3842,4045,3558,,,,,,,,,,,,,
140.00714,1341,1773,8066,1885,,,,,,,,,,,,,
140.00714,2711,3458,7539,7397,,,,,,,,,,,,,
140.00714,1941,3763,4095,2609,,,,,,,,,,,,,
140.00714,2851,5291,7805,7866,,,,,,,,,,,,,
140.00714,2609,4658,5411,4415,,,,,,,,,,,,,
140.00714,3389,8079,7161,6661,,,,,,,,,,,,,
140.00714,2133,9526,4417,8574,,,,,,,,,,,,,
140.00714,2597,7673,5255,8440,,,,,,,,,,,,,
140.00714,3919,6705,8566,6517,,,,,,,,,,,,,
140.00714,2983,7723,5729,4461,,,,,,,,,,,,,
140.00714,2659,6541,6864,5062,,,,,,,,,,,,,
140.00714,2795,9343,6157,5149,,,,,,,,,,,,,
140.00714,3219,5486,7778,6439,,,,,,,,,,,,,
140.00714,1339,1674,3313,8809,,,,,,,,,,,,,
140.00714,1729,8949,3549,9223,,,,,,,,,,,,,
140.00714,1347,3537,4150,8853,,,,,,,,,,,,,
140.00714,3193,6766,7909,6843,,,,,,,,,,,,,
140.00714,1421,8067,2558,3554,,,,,,,,,,,,,
140.00714,1339,4859,2461,6540,,,,,,,,,,,,,
140.00714,2947,8602,6097,8636,,,,,,,,,,,,,
140.00714,3735,7721,9967,7241,,,,,,,,,,,,,
140.00714,3269,7780,9552,9231,,,,,,,,,,,,,
140.00714,3031,7902,7723,4821,,,,,,,,,,,,,
140.00714,2023,9215,3664,2812,,,,,,,,,,,,,
140.00714,1301,2223,2549,9091,,,,,,,,,,,,,
140.00714,1953,2834,3875,9471,,,,,,,,,,,,,
140.00714,1459,2433,3485,1796,,,,,,,,,,,,,
140.00714,3021,4838,6972,4919,,,,,,,,,,,,,
140.00714,1511,1795,4160,9507,,,,,,,,,,,,,
140.00714,2985,6936,7092,7788,,,,,,,,,,,,,
140.00714,2905,7700,8737,9306,,,,,,,,,,,,,
140.00714,2917,4616,8375,6963,,,,,,,,,,,,,
140.00714,2301,3427,5204,2643,,,,,,,,,,,,,
140.00714,1483,6802,2765,6866,,,,,,,,,,,,,
140.00714,2567,4481,5460,3918,,,,,,,,,,,,,
140.00714,1039,8636,5549,7416,,,,,,,,,,,,,
140.00714,3461,6452,7765,5889,,,,,,,,,,,,,
140.00714,2671,3511,5729,7850,,,,,,,,,,,,,
140.00714,1991,2637,3543,9110,,,,,,,,,,,,,
140.00714,3417,5786,8405,7455,,,,,,,,,,,,,
140.00714,3813,8533,9305,6721,,,,,,,,,,,,,
140.00714,2367,8958,4509,4118,,,,,,,,,,,,,
140.00714,1749,6010,3280,5705,,,,,,,,,,,,,
140.00714,1455,1633,2963,8659,,,,,,,,,,,,,
140.00714,2431,3431,5633,5193,,,,,,,,,,,,,
140.00714,2233,2845,4322,3304,,,,,,,,,,,,,
140.00714,2313,6877,5037,3453,,,,,,,,,,,,,
140.00714,3885,7175,9211,6525,,,,,,,,,,,,,
140.00714,2303,8247,6928,6328,,,,,,,,,,,,,
140.00714,1839,5476,4552,5251,,,,,,,,,,,,,
140.00714,4005,9315,9888,6091,,,,,,,,,,,,,
140.00714,1393,3125,2938,9195,,,,,,,,,,,,,
140.00714,3541,8018,8442,4793,,,,,,,,,,,,,
140.00714,2033,9024,3722,5027,,,,,,,,,,,,,
140.00714,3001,5394,8460,6031,,,,,,,,,,,,,
140.00714,2147,2696,4249,2887,,,,,,,,,,,,,
140.00714,3461,5118,7802,8090,,,,,,,,,,,,,
140.00714,2949,3551,9424,7940,,,,,,,,,,,,,
140.00714,2589,3974,5486,4318,,,,,,,,,,,,,
140.00714,2181,7508,5404,9101,,,,,,,,,,,,,
140.00714,2617,7178,7104,8953,,,,,,,,,,,,,
140.00714,2951,5548,8587,5625,,,,,,,,,,,,,
140.00714,2473,4696,5630,4388,,,,,,,,,,,,,
140.00714,1753,8244,4497,3363,,,,,,,,,,,,,
140.00714,1503,6298,8749,4166,,,,,,,,,,,,,
140.00714,2289,8256,5880,8400,,,,,,,,,,,,,
140.00714,3471,7781,8862,8105,,,,,,,,,,,,,
140.00714,3005,8611,8699,6240,,,,,,,,,,,,,
140.00714,1221,9680,2492,9715,,,,,,,,,,,,,
140.00714,3373,4898,6526,7898,,,,,,,,,,,,,
140.00714,2117,3172,4260,9027,,,,,,,,,,,,,
140.00714,1567,2720,9449,5972,,,,,,,,,,,,,
140.00714,1315,4656,2327,6569,,,,,,,,,,,,,
140.00714,2007,2554,3833,9077,,,,,,,,,,,,,
140.00714,2009,1849,3534,8003,,,,,,,,,,,,,
140.00714,2003,3810,3833,8509,,,,,,,,,,,,,
140.00714,1671,1998,3359,2902,,,,,,,,,,,,,
140.00714,3099,6194,9817,8005,,,,,,,,,,,,,
140.00714,2571,3958,5171,8627,,,,,,,,,,,,,
140.00714,1867,2578,6542,9397,,,,,,,,,,,,,
140.00714,1981,3082,4064,3696,,,,,,,,,,,,,
140.00714,2587,3887,5100,4088,,,,,,,,,,,,,
140.00714,3727,6870,9836,7862,,,,,,,,,,,,,
140.00714,2081,3621,4555,3187,,,,,,,,,,,,,
140.00714,3251,4407,7406,8533,,,,,,,,,,,,,
140.00714,1537,2648,2887,2569,,,,,,,,,,,,,
140.00714,3771,6500,9787,5489,,,,,,,,,,,,,
140.00714,3201,8299,9268,8996,,,,,,,,,,,,,
140.00714,3285,6853,7882,5272,,,,,,,,,,,,,
140.00714,1053,3547,1516,1235,,,,,,,,,,,,,
140.00714,1107,9459,1696,1440,,,,,,,,,,,,,
140.00714,1811,7424,6959,7578,,,,,,,,,,,,,
140.00714,1575,6697,4203,6445,,,,,,,,,,,,,
140.00714,2631,3490,5195,4311,,,,,,,,,,,,,
140.00714,1225,5149,3489,5045,,,,,,,,,,,,,
140.00714,2949,3861,5900,4357,,,,,,,,,,,,,
140.00714,2197,2546,4519,5919,,,,,,,,,,,,,
140.00714,1917,7323,4142,8047,,,,,,,,,,,,,
140.00714,2395,4741,5944,7879,,,,,,,,,,,,,
140.00714,2621,6918,7020,8513,,,,,,,,,,,,,
140.00714,2935,6354,8327,6524,,,,,,,,,,,,,
140.00714,3887,7613,9863,7645,,,,,,,,,,,,,
140.00714,3937,7949,8369,5842,,,,,,,,,,,,,
140.00714,3567,6160,9662,5579,,,,,,,,,,,,,
140.00714,2657,3501,6466,8896,,,,,,,,,,,,,
140.00714,2425,9060,5419,3696,,,,,,,,,,,,,
140.00714,2713,8808,6962,7178,,,,,,,,,,,,,
140.00714,2357,7056,4712,3534,,,,,,,,,,,,,
140.00714,3277,6589,7930,8126,,,,,,,,,,,,,
140.00714,2861,4310,6887,3654,,,,,,,,,,,,,
140.00714,2079,5614,5127,5685,,,,,,,,,,,,,
140.00714,983,6513,5410,1543,,,,,,,,,,,,,
140.00714,1343,5142,2200,9377,,,,,,,,,,,,,
