pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit,,,,,,,,,,,,,
140.00714,2311,8863,6622,6522,,,,,,,,,,,,,
140.00714,2585,7116,6063,5225,,,,,,,,,,,,,
140.00714,1759,9372,3615,2444,,,,,,,,,,,,,
140.00714,2371,7444,5496,3137,,,,,,,,,,,,,
140.00714,3089,7557,7301,6847,,,,,,,,,,,,,
140.00714,1703,5221,2979,5144,,,,,,,,,,,,,
140.00714,2905,7212,6360,5337,,,,,,,,,,,,,
140.00714,3627,7166,9013,7124,,,,,,,,,,,,,
140.00714,2497,7255,7306,6728,,,,,,,,,,,,,
140.00714,1453,4509,2399,1843,,,,,,,,,,,,,
140.00714,1649,6716,3279,9828,,,,,,,,,,,,,
140.00714,2541,6661,6326,8834,,,,,,,,,,,,,
140.00714,2059,3107,4157,9091,,,,,,,,,,,,,
140.00714,1539,1750,2702,7031,,,,,,,,,,,,,
140.00714,2797,4572,5877,7891,,,,,,,,,,,,,
140.00714,2641,5012,5759,4515,,,,,,,,,,,,,
140.00714,1803,2597,4420,9414,,,,,,,,,,,,,
140.00714,1659,9279,4105,2486,,,,,,,,,,,,,
140.00714,1921,6225,6698,2747,,,,,,,,,,,,,
140.00714,3811,8551,9610,5798,,,,,,,,,,,,,
140.00714,1941,2611,3607,2807,,,,,,,,,,,,,
140.00714,3227,7280,8053,6413,,,,,,,,,,,,,
140.00714,3733,5863,7264,8746,,,,,,,,,,,,,
140.00714,3515,5284,8572,7811,,,,,,,,,,,,,
140.00714,2033,9530,5303,7605,,,,,,,,,,,,,
140.00714,4133,7788,9570,6384,,,,,,,,,,,,,
140.00714,2063,3047,6004,3148,,,,,,,,,,,,,
140.00714,2903,4288,6440,8380,,,,,,,,,,,,,
140.00714,2539,4461,7120,4205,,,,,,,,,,,,,
140.00714,1393,1724,2103,4918,,,,,,,,,,,,,
140.00714,2863,6187,8006,6628,,,,,,,,,,,,,
140.00714,2797,6412,6760,4953,,,,,,,,,,,,,
140.00714,2791,6956,8670,7287,,,,,,,,,,,,,
140.00714,2585,3696,5216,3681,,,,,,,,,,,,,
140.00714,2911,5752,8977,5296,,,,,,,,,,,,,
140.00714,1695,7858,4330,7535,,,,,,,,,,,,,
140.00714,1607,6582,2797,5089,,,,,,,,,,,,,
140.00714,1877,4612,4858,2895,,,,,,,,,,,,,
140.00714,2897,4732,6914,8127,,,,,,,,,,,,,
140.00714,3789,7055,9605,5966,,,,,,,,,,,,,
140.00714,2499,5504,5785,3473,,,,,,,,,,,,,
140.00714,1521,8502,3424,1928,,,,,,,,,,,,,
140.00714,2879,4760,6566,4853,,,,,,,,,,,,,
140.00714,1789,6888,2826,6758,,,,,,,,,,,,,
140.00714,3937,5484,9744,5867,,,,,,,,,,,,,
140.00714,2725,7403,7923,3506,,,,,,,,,,,,,
140.00714,2409,2717,5056,3090,,,,,,,,,,,,,
140.00714,1385,3810,3086,1711,,,,,,,,,,,,,
140.00714,3629,6975,9304,7851,,,,,,,,,,,,,
140.00714,3429,7368,9282,5432,,,,,,,,,,,,,
140.00714,2679,3778,6958,4992,,,,,,,,,,,,,
140.00714,3617,6772,8380,6925,,,,,,,,,,,,,
140.00714,2135,9580,4279,3233,,,,,,,,,,,,,
140.00714,1647,2339,3232,2796,,,,,,,,,,,,,
140.00714,2783,4203,7832,6078,,,,,,,,,,,,,
140.00714,3983,6612,8644,7902,,,,,,,,,,,,,
140.00714,3041,7841,6925,7232,,,,,,,,,,,,,
140.00714,2033,4184,4536,2432,,,,,,,,,,,,,
140.00714,3135,6062,8306,7093,,,,,,,,,,,,,
140.00714,979,3431,1647,3423,,,,,,,,,,,,,
140.00714,2853,8332,7861,5157,,,,,,,,,,,,,
140.00714,1569,9276,3310,7771,,,,,,,,,,,,,
140.00714,2683,6880,4826,5735,,,,,,,,,,,,,
140.00714,2769,3875,6417,8991,,,,,,,,,,,,,
140.00714,2633,6159,8813,4352,,,,,,,,,,,,,
140.00714,1931,9573,3994,3172,,,,,,,,,,,,,
140.00714,1323,9747,2677,9755,,,,,,,,,,,,,
140.00714,2125,3297,7405,5254,,,,,,,,,,,,,
140.00714,1171,1567,1934,1390,,,,,,,,,,,,,
140.00714,2669,4579,4863,9022,,,,,,,,,,,,,
140.00714,1611,9528,3105,9042,,,,,,,,,,,,,
140.00714,1215,1453,2439,1947,,,,,,,,,,,,,
140.00714,2503,3192,6898,4998,,,,,,,,,,,,,
140.00714,1503,2107,3027,2268,,,,,,,,,,,,,
140.00714,3049,4885,7399,5501,,,,,,,,,,,,,
140.00714,2711,6849,5921,8877,,,,,,,,,,,,,
140.00714,1833,9232,3395,9471,,,,,,,,,,,,,
140.00714,3183,8835,5652,8907,,,,,,,,,,,,,
140.00714,4377,7944,9697,6714,,,,,,,,,,,,,
140.00714,1945,2568,3493,3009,,,,,,,,,,,,,
140.00714,1243,8281,2133,1908,,,,,,,,,,,,,
140.00714,2009,2658,3715,9381,,,,,,,,,,,,,
140.00714,2209,7131,6163,4546,,,,,,,,,,,,,
140.00714,3115,8134,7190,9282,,,,,,,,,,,,,
140.00714,1721,8813,3352,2360,,,,,,,,,,,,,
140.00714,2251,6690,4657,6807,,,,,,,,,,,,,
140.00714,3663,5118,7967,7815,,,,,,,,,,,,,
140.00714,2791,8815,6787,7297,,,,,,,,,,,,,
140.00714,3245,8074,8764,7245,,,,,,,,,,,,,
140.00714,1097,2656,2340,1648,,,,,,,,,,,,,
140.00714,2245,9011,5623,6305,,,,,,,,,,,,,
140.00714,3175,6498,8753,8079,,,,,,,,,,,,,
140.00714,2067,5552,4090,6593,,,,,,,,,,,,,
140.00714,1337,9263,7056,4565,,,,,,,,,,,,,
140.00714,2515,3952,4402,3783,,,,,,,,,,,,,
140.00714,2043,7254,5629,4473,,,,,,,,,,,,,
140.00714,2579,4197,9202,7850,,,,,,,,,,,,,
140.00714,3349,5395,7531,5830,,,,,,,,,,,,,
140.00714,2465,8595,6992,4281,,,,,,,,,,,,,
140.00714,2575,6029,5359,5204,,,,,,,,,,,,,
140.00714,1155,2433,2716,9461,,,,,,,,,,,,,
140.00714,1439,2449,2813,9643,,,,,,,,,,,,,
140.00714,2573,8250,9475,4853,,,,,,,,,,,,,
140.00714,2521,6511,4626,6583,,,,,,,,,,,,,
140.00714,2803,8616,5891,8825,,,,,,,,,,,,,
140.00714,2481,9227,6231,5261,,,,,,,,,,,,,
140.00714,2441,2988,5704,9466,,,,,,,,,,,,,
140.00714,3319,5093,6584,8401,,,,,,,,,,,,,
140.00714,2579,2740,5824,7627,,,,,,,,,,,,,
140.00714,3043,7663,8358,5208,,,,,,,,,,,,,
140.00714,1303,5482,2368,9601,,,,,,,,,,,,,
140.00714,3733,8133,9499,5543,,,,,,,,,,,,,
140.00714,2295,5399,5474,6658,,,,,,,,,,,,,
140.00714,2067,2722,3514,5929,,,,,,,,,,,,,
140.00714,1001,1146,2044,9816,,,,,,,,,,,,,
140.00714,1189,9629,2024,9782,,,,,,,,,,,,,
140.00714,3083,8954,8620,7883,,,,,,,,,,,,,
140.00714,1471,9308,7187,2545,,,,,,,,,,,,,
140.00714,2945,4625,5656,9008,,,,,,,,,,,,,
140.00714,1725,9280,2937,9247,,,,,,,,,,,,,
140.00714,3903,6326,9642,7017,,,,,,,,,,,,,
140.00714,4641,7184,9977,6298,,,,,,,,,,,,,
140.00714,2415,8216,4507,8985,,,,,,,,,,,,,
140.00714,4129,6567,8831,6608,,,,,,,,,,,,,
140.00714,3057,3938,9151,3957,,,,,,,,,,,,,
140.00714,2785,4271,6374,7563,,,,,,,,,,,,,
140.00714,3823,6203,9759,6701,,,,,,,,,,,,,
140.00714,2469,9212,4713,3483,,,,,,,,,,,,,
140.00714,2859,5362,5737,8474,,,,,,,,,,,,,
140.00714,2149,4197,4362,7387,,,,,,,,,,,,,
140.00714,2969,5657,7101,7669,,,,,,,,,,,,,
140.00714,3603,6868,8901,5732,,,,,,,,,,,,,
140.00714,2613,3851,6597,4322,,,,,,,,,,,,,
140.00714,1651,9440,3213,2283,,,,,,,,,,,,,
140.00714,2357,3862,8564,8531,,,,,,,,,,,,,
140.00714,4281,6798,9954,7552,,,,,,,,,,,,,
140.00714,1501,1794,2514,2189,,,,,,,,,,,,,
140.00714,2237,3361,4405,3171,,,,,,,,,,,,,
140.00714,1169,7168,2335,7901,,,,,,,,,,,,,
140.00714,1723,4992,4492,8122,,,,,,,,,,,,,
140.00714,3001,4752,8513,7972,,,,,,,,,,,,,
140.00714,2347,3303,4826,3225,,,,,,,,,,,,,
140.00714,4037,5176,9954,5250,,,,,,,,,,,,,
140.00714,3115,9014,8339,4378,,,,,,,,,,,,,
140.00714,2615,6144,7136,9101,,,,,,,,,,,,,
140.00714,3007,4165,6504,3735,,,,,,,,,,,,,
140.00714,2137,8527,4324,8736,,,,,,,,,,,,,
140.00714,2837,5893,7935,4805,,,,,,,,,,,,,
140.00714,2397,8156,4667,3401,,,,,,,,,,,,,
140.00714,1483,5346,2294,6221,,,,,,,,,,,,,
140.00714,3313,5520,9362,6443,,,,,,,,,,,,,
140.00714,3249,4451,8209,5321,,,,,,,,,,,,,
140.00714,3413,7670,9073,7959,,,,,,,,,,,,,
140.00714,3443,5488,7799,6548,,,,,,,,,,,,,
140.00714,3115,7298,8747,8484,,,,,,,,,,,,,
140.00714,2645,3335,5884,4619,,,,,,,,,,,,,
140.00714,2239,8348,4946,8932,,,,,,,,,,,,,
140.00714,1837,3835,4491,4256,,,,,,,,,,,,,
140.00714,1901,8306,5423,7562,,,,,,,,,,,,,
140.00714,3187,7112,9170,7562,,,,,,,,,,,,,
140.00714,3329,8496,7167,8601,,,,,,,,,,,,,
140.00714,1255,8200,2659,7485,,,,,,,,,,,,,
140.00714,3053,6078,7231,5360,,,,,,,,,,,,,
140.00714,1323,1939,2316,1931,,,,,,,,,,,,,
140.00714,3099,7701,9488,4644,,,,,,,,,,,,,
140.00714,1357,2968,9618,5187,,,,,,,,,,,,,
140.00714,2665,4199,4990,3758,,,,,,,,,,,,,
140.00714,2527,8072,5087,4293,,,,,,,,,,,,,
140.00714,1639,6202,4807,9537,,,,,,,,,,,,,
140.00714,1799,8569,3797,9538,,,,,,,,,,,,,
140.00714,3163,7931,6306,8773,,,,,,,,,,,,,
140.00714,1129,8780,5730,7883,,,,,,,,,,,,,
140.00714,2079,4814,3535,2822,,,,,,,,,,,,,
140.00714,2481,8107,5329,3310,,,,,,,,,,,,,
140.00714,963,3195,1566,7712,,,,,,,,,,,,,
140.00714,3437,6418,9299,7631,,,,,,,,,,,,,
140.00714,2573,5423,6249,7308,,,,,,,,,,,,,
140.00714,4211,6217,8960,7453,,,,,,,,,,,,,
140.00714,3317,6563,7205,7615,,,,,,,,,,,,,
140.00714,2771,3877,6997,7281,,,,,,,,,,,,,
140.00714,2915,7798,8881,6043,,,,,,,,,,,,,
140.00714,1945,4196,3403,9645,,,,,,,,,,,,,
140.00714,3243,4269,9038,7292,,,,,,,,,,,,,
140.00714,3169,5429,6583,5125,,,,,,,,,,,,,
140.00714,2595,4049,5435,4432,,,,,,,,,,,,,
140.00714,3115,7541,7309,6658,,,,,,,,,,,,,
140.00714,2755,5319,5352,7450,,,,,,,,,,,,,
140.00714,1717,9584,3119,5331,,,,,,,,,,,,,
140.00714,3567,8109,7328,4955,,,,,,,,,,,,,
140.00714,1849,2293,4574,7588,,,,,,,,,,,,,
140.00714,885,3284,1328,3414,,,,,,,,,,,,,
140.00714,1395,9039,2728,1883,,,,,,,,,,,,,
140.00714,1307,3138,2153,1621,,,,,,,,,,,,,
140.00714,3857,7392,8554,6245,,,,,,,,,,,,,
140.00714,2753,3309,6562,3254,,,,,,,,,,,,,
140.00714,3237,4867,8835,8025,,,,,,,,,,,,,
140.00714,2425,3212,4749,6434,,,,,,,,,,,,,
140.00714,2919,5425,6722,6695,,,,,,,,,,,,,
140.00714,875,2382,1853,2382,,,,,,,,,,,,,
140.00714,2969,8718,5691,3726,,,,,,,,,,,,,
140.00714,1285,8180,2677,3185,,,,,,,,,,,,,
140.00714,1385,9614,3736,8616,,,,,,,,,,,,,
140.00714,1497,1734,2378,1971,,,,,,,,,,,,,
140.00714,2417,5413,5005,9105,,,,,,,,,,,,,
140.00714,793,9178,4164,9390,,,,,,,,,,,,,
140.00714,2543,6759,4994,5925,,,,,,,,,,,,,
140.00714,3135,4679,7312,5100,,,,,,,,,,,,,
140.00714,3431,5889,8081,5444,,,,,,,,,,,,,
140.00714,1391,9868,3536,3162,,,,,,,,,,,,,
140.00714,2239,9458,4011,3165,,,,,,,,,,,,,
140.00714,2969,4694,5008,8850,,,,,,,,,,,,,
140.00714,1979,9099,6715,9674,,,,,,,,,,,,,
140.00714,2443,6827,7120,8476,,,,,,,,,,,,,
140.00714,1935,2915,3414,9138,,,,,,,,,,,,,
140.00714,1555,1980,3086,8927,,,,,,,,,,,,,
140.00714,1969,9539,4430,7621,,,,,,,,,,,,,
140.00714,1115,5320,6727,3304,,,,,,,,,,,,,
140.00714,3417,6422,8636,6640,,,,,,,,,,,,,
140.00714,1957,5818,6328,2411,,,,,,,,,,,,,
140.00714,3779,7741,9518,4919,,,,,,,,,,,,,
140.00714,2829,6369,8144,6249,,,,,,,,,,,,,
140.00714,1777,9520,3864,9517,,,,,,,,,,,,,
140.00714,1619,6335,2426,6331,,,,,,,,,,,,,
140.00714,1491,2760,3185,3985,,,,,,,,,,,,,
140.00714,2657,8713,5578,4429,,,,,,,,,,,,,
140.00714,2489,6284,6709,8595,,,,,,,,,,,,,
140.00714,2421,3287,6178,7403,,,,,,,,,,,,,
140.00714,1295,9765,1998,5689,,,,,,,,,,,,,
140.00714,2685,5976,6599,5808,,,,,,,,,,,,,
140.00714,3173,7653,7363,7986,,,,,,,,,,,,,
140.00714,3829,6154,8299,6142,,,,,,,,,,,,,
140.00714,3057,6768,8116,5439,,,,,,,,,,,,,
140.00714,1761,3902,4493,8919,,,,,,,,,,,,,
140.00714,3161,4780,6913,7829,,,,,,,,,,,,,
140.00714,2217,3069,3985,2907,,,,,,,,,,,,,
140.00714,1639,2161,3514,9591,,,,,,,,,,,,,
140.00714,2999,8404,5968,9195,,,,,,,,,,,,,
140.00714,3727,6501,8395,7542,,,,,,,,,,,,,
140.00714,2015,5540,8130,4007,,,,,,,,,,,,,
140.00714,3305,8239,8007,5314,,,,,,,,,,,,,
140.00714,2743,8047,5459,7753,,,,,,,,,,,,,
140.00714,3559,7153,7989,8314,,,,,,,,,,,,,
140.00714,2813,8823,7264,7922,,,,,,,,,,,,,
140.00714,1691,3333,3500,2978,,,,,,,,,,,,,
140.00714,1319,1700,2838,9398,,,,,,,,,,,,,
140.00714,1927,2407,3433,9417,,,,,,,,,,,,,
140.00714,1517,1804,2774,9784,,,,,,,,,,,,,
140.00714,4367,6809,9564,6975,,,,,,,,,,,,,
140.00714,2953,3732,5985,7405,,,,,,,,,,,,,
140.00714,1971,8552,4364,8587,,,,,,,,,,,,,
140.00714,1999,4656,4120,9429,,,,,,,,,,,,,
140.00714,2059,4551,4341,6614,,,,,,,,,,,,,
140.00714,1427,2583,2596,1918,,,,,,,,,,,,,
140.00714,3601,6592,8863,5936,,,,,,,,,,,,,
140.00714,3931,6019,9363,6848,,,,,,,,,,,,,
140.00714,2915,5245,6788,3882,,,,,,,,,,,,,
140.00714,1587,7633,2796,9538,,,,,,,,,,,,,
140.00714,1677,7521,4423,9764,,,,,,,,,,,,,
140.00714,2209,9070,4370,2998,,,,,,,,,,,,,
140.00714,2567,3091,4611,3679,,,,,,,,,,,,,
140.00714,3611,8411,9525,8814,,,,,,,,,,,,,
140.00714,1869,2310,3180,9534,,,,,,,,,,,,,
140.00714,2801,7935,7377,7106,,,,,,,,,,,,,
140.00714,2395,8947,4408,9082,,,,,,,,,,,,,
140.00714,2773,4447,4788,4250,,,,,,,,,,,,,
140.00714,1463,1886,3026,2156,,,,,,,,,,,,,
140.00714,2431,5535,8255,3734,,,,,,,,,,,,,
140.00714,1367,9683,2399,7747,,,,,,,,,,,,,
140.00714,2159,3037,4192,8383,,,,,,,,,,,,,
140.00714,1959,5898,3254,5819,,,,,,,,,,,,,
140.00714,1325,1375,2403,2524,,,,,,,,,,,,,
140.00714,3825,8254,8372,7749,,,,,,,,,,,,,
140.00714,3797,6375,4488,5640,,,,,,,,,,,,,
140.00714,2257,3285,4114,2948,,,,,,,,,,,,,
140.00714,2277,9451,3592,2911,,,,,,,,,,,,,
140.00714,3989,7483,7887,8289,,,,,,,,,,,,,
140.00714,3825,6408,9162,7156,,,,,,,,,,,,,
140.00714,2647,5032,6405,7317,,,,,,,,,,,,,
140.00714,2333,4462,6230,7024,,,,,,,,,,,,,
140.00714,1201,9634,2728,4547,,,,,,,,,,,,,
140.00714,3837,7760,8129,7010,,,,,,,,,,,,,
140.00714,3435,8239,6880,5671,,,,,,,,,,,,,
140.00714,2279,2826,4351,8690,,,,,,,,,,,,,
140.00714,2073,9478,4696,9678,,,,,,,,,,,,,
140.00714,2541,9267,7144,4286,,,,,,,,,,,,,
140.00714,2567,8251,5318,7957,,,,,,,,,,,,,
140.00714,3423,5984,9975,6999,,,,,,,,,,,,,
140.00714,2951,3554,5449,4267,,,,,,,,,,,,,
140.00714,2399,6531,5390,4204,,,,,,,,,,,,,
140.00714,2937,3856,7377,8005,,,,,,,,,,,,,
140.00714,3245,5449,8889,5060,,,,,,,,,,,,,
140.00714,3377,6520,9124,6708,,,,,,,,,,,,,
140.00714,3065,5960,9073,6781,,,,,,,,,,,,,
140.00714,1523,1837,2359,5432,,,,,,,,,,,,,
140.00714,1467,9530,2776,1817,,,,,,,,,,,,,
140.00714,1333,3052,8461,3004,,,,,,,,,,,,,
140.00714,2915,3785,7233,4248,,,,,,,,,,,,,
140.00714,3051,4215,8332,5908,,,,,,,,,,,,,
140.00714,3303,8679,6245,8428,,,,,,,,,,,,,
140.00714,2349,8651,9537,9010,,,,,,,,,,,,,
140.00714,1139,9630,1877,9386,,,,,,,,,,,,,
140.00714,1835,2217,2766,9542,,,,,,,,,,,,,
140.00714,2493,5507,4863,6255,,,,,,,,,,,,,
140.00714,1891,5153,4170,2505,,,,,,,,,,,,,
140.00714,3823,6480,9362,5197,,,,,,,,,,,,,
140.00714,2145,8830,4642,8970,,,,,,,,,,,,,
140.00714,2333,3271,6754,4913,,,,,,,,,,,,,
140.00714,2685,2904,4898,9022,,,,,,,,,,,,,
140.00714,1247,1677,2031,9614,,,,,,,,,,,,,
140.00714,3807,8051,9782,8000,,,,,,,,,,,,,
140.00714,1727,4873,3624,2642,,,,,,,,,,,,,
140.00714,2863,4065,6346,4989,,,,,,,,,,,,,
140.00714,1947,2291,3578,2657,,,,,,,,,,,,,
140.00714,2395,8363,6661,5038,,,,,,,,,,,,,
140.00714,1481,3894,3221,2496,,,,,,,,,,,,,
140.00714,2307,3118,6677,6268,,,,,,,,,,,,,
140.00714,2039,2644,6482,2583,,,,,,,,,,,,,
140.00714,1841,6337,3537,6387,,,,,,,,,,,,,
140.00714,2067,8371,3960,8566,,,,,,,,,,,,,
140.00714,1425,1669,2486,9452,,,,,,,,,,,,,
140.00714,939,9532,1548,1181,,,,,,,,,,,,,
140.00714,2041,6187,5193,5651,,,,,,,,,,,,,
140.00714,2527,9043,9524,4314,,,,,,,,,,,,,
140.00714,3157,4840,6751,8670,,,,,,,,,,,,,
140.00714,1307,5285,2873,5084,,,,,,,,,,,,,
140.00714,1333,7576,8539,8945,,,,,,,,,,,,,
140.00714,3355,8182,7150,6166,,,,,,,,,,,,,
140.00714,3709,5941,9169,7691,,,,,,,,,,,,,
140.00714,3103,8607,7007,8150,,,,,,,,,,,,,
140.00714,3677,5869,9007,8139,,,,,,,,,,,,,
140.00714,2017,2987,4222,8921,,,,,,,,,,,,,
140.00714,2763,7651,6093,3945,,,,,,,,,,,,,
140.00714,4253,7548,9940,6658,,,,,,,,,,,,,
140.00714,2311,9494,4927,5316,,,,,,,,,,,,,
140.00714,1391,2358,2739,2100,,,,,,,,,,,,,
140.00714,3077,8473,8233,6298,,,,,,,,,,,,,
140.00714,3437,7023,7763,7014,,,,,,,,,,,,,
140.00714,2487,7702,6846,8095,,,,,,,,,,,,,
140.00714,1747,3450,4867,9440,,,,,,,,,,,,,
140.00714,2461,4968,5851,8794,,,,,,,,,,,,,
140.00714,3475,7477,8681,5490,,,,,,,,,,,,,
140.00714,2719,5628,6636,4821,,,,,,,,,,,,,
140.00714,2027,7957,4241,4136,,,,,,,,,,,,,
140.00714,1975,2696,3657,2991,,,,,,,,,,,,,
140.00714,3143,9233,8169,4222,,,,,,,,,,,,,
140.00714,2985,8482,6416,7754,,,,,,,,,,,,,
140.00714,3873,5801,9990,5264,,,,,,,,,,,,,
140.00714,1789,9489,3762,8426,,,,,,,,,,,,,
140.00714,1433,5980,2276,1735,,,,,,,,,,,,,
140.00714,2881,5679,7219,6282,,,,,,,,,,,,,
140.00714,3097,5637,7613,4838,,,,,,,,,,,,,
140.00714,1765,2698,3580,2673,,,,,,,,,,,,,
140.00714,2597,4258,5311,3354,,,,,,,,,,,,,
140.00714,1295,9239,2732,9184,,,,,,,,,,,,,
140.00714,2019,7085,4406,2699,,,,,,,,,,,,,
140.00714,2741,8791,5707,8699,,,,,,,,,,,,,
140.00714,3283,5872,7925,8692,,,,,,,,,,,,,
140.00714,1517,9223,2857,4595,,,,,,,,,,,,,
140.00714,4601,7388,9767,6807,,,,,,,,,,,,,
140.00714,3693,8804,9476,6733,,,,,,,,,,,,,
140.00714,3039,3725,6937,9064,,,,,,,,,,,,,
140.00714,3737,5364,8829,6533,,,,,,,,,,,,,
140.00714,3225,7033,6345,5356,,,,,,,,,,,,,
140.00714,1709,5089,3270,2295,,,,,,,,,,,,,
140.00714,3195,7791,7564,6867,,,,,,,,,,,,,
140.00714,2449,8174,6431,5172,,,,,,,,,,,,,
140.00714,2707,9023,8989,8930,,,,,,,,,,,,,
140.00714,1919,8522,3828,8799,,,,,,,,,,,,,
140.00714,1383,9704,3502,9545,,,,,,,,,,,,,
140.00714,3509,6978,7144,4729,,,,,,,,,,,,,
140.00714,3839,7239,9208,5497,,,,,,,,,,,,,
140.00714,1757,9373,3630,2321,,,,,,,,,,,,,
140.00714,3011,6299,7779,5912,,,,,,,,,,,,,
140.00714,3181,4738,6960,7776,,,,,,,,,,,,,
140.00714,1609,2053,3626,2094,,,,,,,,,,,,,
140.00714,3703,5033,9989,5504,,,,,,,,,,,,,
140.00714,1697,9190,2710,9503,,,,,,,,,,,,,
140.00714,2665,9286,5142,3347,,,,,,,,,,,,,
140.00714,1843,2524,3382,2660,,,,,,,,,,,,,
140.00714,1343,5184,2108,6005,,,,,,,,,,,,,
140.00714,2183,8152,4299,8302,,,,,,,,,,,,,
140.00714,1925,7748,3918,7837,,,,,,,,,,,,,
140.00714,2619,5597,9368,6251,,,,,,,,,,,,,
140.00714,2063,8816,4145,3169,,,,,,,,,,,,,
140.00714,1501,5896,2779,2182,,,,,,,,,,,,,
140.00714,3451,5698,7230,5087,,,,,,,,,,,,,
140.00714,2103,8859,4075,3263,,,,,,,,,,,,,
140.00714,2081,6969,5281,5205,,,,,,,,,,,,,
140.00714,3493,5093,8437,5146,,,,,,,,,,,,,
140.00714,2925,3646,8901,9048,,,,,,,,,,,,,
140.00714,2101,2490,4536,8468,,,,,,,,,,,,,
140.00714,3395,8798,6012,9010,,,,,,,,,,,,,
140.00714,3429,6810,8574,9179,,,,,,,,,,,,,
140.00714,1133,1404,2010,1487,,,,,,,,,,,,,
140.00714,3777,6777,8381,6618,,,,,,,,,,,,,
140.00714,2213,3317,4458,3291,,,,,,,,,,,,,
140.00714,1793,3640,4122,2333,,,,,,,,,,,,,
140.00714,3515,4878,9253,5362,,,,,,,,,,,,,
140.00714,1819,3201,4488,8493,,,,,,,,,,,,,
140.00714,3265,5493,7406,4573,,,,,,,,,,,,,
140.00714,1889,9591,4333,2189,,,,,,,,,,,,,
140.00714,2523,7276,6380,3612,,,,,,,,,,,,,
140.00714,2151,9183,3664,9000,,,,,,,,,,,,,
140.00714,1765,9631,3216,3948,,,,,,,,,,,,,
140.00714,1085,1532,1825,9572,,,,,,,,,,,,,
140.00714,1293,1520,3793,7794,,,,,,,,,,,,,
140.00714,1859,3008,4030,5656,,,,,,,,,,,,,
140.00714,2315,9303,5216,9519,,,,,,,,,,,,,
140.00714,3619,8230,7235,7519,,,,,,,,,,,,,
140.00714,3631,6878,8150,6945,,,,,,,,,,,,,
140.00714,1325,9869,2829,9714,,,,,,,,,,,,,
140.00714,2415,6958,8083,9367,,,,,,,,,,,,,
140.00714,1955,3663,4152,4601,,,,,,,,,,,,,
140.00714,3711,6646,9798,7370,,,,,,,,,,,,,
140.00714,2789,4260,5520,4091,,,,,,,,,,,,,
140.00714,1919,2284,3086,2751,,,,,,,,,,,,,
140.00714,3495,7380,9802,5962,,,,,,,,,,,,,
140.00714,2537,4012,5953,4421,,,,,,,,,,,,,
140.00714,3275,8140,8297,6818,,,,,,,,,,,,,
140.00714,1779,2784,3073,2859,,,,,,,,,,,,,
140.00714,1973,3868,4156,8942,,,,,,,,,,,,,
140.00714,1957,9181,3830,2810,,,,,,,,,,,,,
140.00714,4343,8748,8749,6196,,,,,,,,,,,,,
140.00714,2263,5083,4858,3014,,,,,,,,,,,,,
140.00714,2553,4925,4916,8606,,,,,,,,,,,,,
140.00714,1681,3946,4877,2145,,,,,,,,,,,,,
140.00714,3207,4946,8970,5411,,,,,,,,,,,,,
140.00714,2409,3434,4982,8958,,,,,,,,,,,,,
140.00714,2597,7194,6362,3092,,,,,,,,,,,,,
140.00714,2733,4670,6893,7645,,,,,,,,,,,,,
140.00714,2171,6368,5187,3187,,,,,,,,,,,,,
140.00714,1205,3765,3932,4067,,,,,,,,,,,,,
140.00714,2473,4210,4688,8325,,,,,,,,,,,,,
140.00714,1757,7823,4466,9414,,,,,,,,,,,,,
140.00714,2355,3133,4862,8746,,,,,,,,,,,,,
140.00714,2977,7227,8673,8601,,,,,,,,,,,,,
140.00714,2599,8044,5919,4267,,,,,,,,,,,,,
140.00714,2175,2605,4851,9488,,,,,,,,,,,,,
140.00714,2317,4674,6299,9034,,,,,,,,,,,,,
140.00714,2397,5560,5119,5887,,,,,,,,,,,,,
140.00714,2567,3788,7075,5932,,,,,,,,,,,,,
140.00714,1357,3686,3126,1972,,,,,,,,,,,,,
140.00714,1863,2552,3544,9414,,,,,,,,,,,,,
140.00714,4355,8664,9871,7981,,,,,,,,,,,,,
140.00714,1511,2478,6019,3419,,,,,,,,,,,,,
140.00714,2903,7463,7098,5862,,,,,,,,,,,,,
140.00714,2867,9431,5761,4373,,,,,,,,,,,,,
140.00714,1151,6804,6364,9033,,,,,,,,,,,,,
140.00714,1925,5433,3947,9589,,,,,,,,,,,,,
140.00714,3043,5823,8793,5186,,,,,,,,,,,,,
140.00714,1541,9589,2820,5349,,,,,,,,,,,,,
140.00714,2881,6777,8328,7853,,,,,,,,,,,,,
140.00714,2587,3196,4880,9141,,,,,,,,,,,,,
140.00714,2419,7143,6151,5096,,,,,,,,,,,,,
140.00714,3359,7666,8999,8586,,,,,,,,,,,,,
140.00714,2119,3382,4080,3441,,,,,,,,,,,,,
140.00714,2139,2763,4008,5409,,,,,,,,,,,,,
140.00714,2425,8610,4626,9297,,,,,,,,,,,,,
140.00714,2789,4742,5657,8683,,,,,,,,,,,,,
140.00714,2789,7932,6681,4818,,,,,,,,,,,,,
140.00714,1659,9544,2444,7140,,,,,,,,,,,,,
140.00714,2817,4765,5681,4832,,,,,,,,,,,,,
140.00714,3041,5384,7047,8691,,,,,,,,,,,,,
140.00714,2713,7297,8895,4461,,,,,,,,,,,,,
140.00714,2205,9030,4897,3212,,,,,,,,,,,,,
